,Frame,Ball Location,PlayerDicts
52,52,[],"{0: {'kitColor': [225.65857, 226.63426, 218.20602], 'location': [5450.847, 4714.0093]}, 1: {'kitColor': [146.97769, 239.16039, 171.32358], 'location': [8488.573, 4061.7246]}, 2: {'kitColor': [231.02542, 236.08899, 226.70338], 'location': [5829.6743, 2070.5078]}, 3: {'kitColor': [226.07533, 225.0799, 210.40639], 'location': [8418.296, 3371.2285]}, 4: {'kitColor': [145.15054, 227.46335, 169.78104], 'location': [6989.1973, 6112.6846]}, 5: {'kitColor': [230.84248, 234.58142, 223.27611], 'location': [6565.6245, 5950.401]}, 6: {'kitColor': [211.00084, 215.11584, 211.77512], 'location': [5466.1133, 6338.0356]}, 7: {'kitColor': [145.57333, 231.78223, 171.77667], 'location': [8509.056, 4885.1357]}, 8: {'kitColor': [156.0296, 235.35127, 176.49663], 'location': [7386.0684, 4791.898]}, 9: {'kitColor': [157.0094, 237.06352, 178.5341], 'location': [8468.722, 2653.7065]}, 10: {'kitColor': [138.37128, 216.49529, 161.58157], 'location': [8003.996, 6503.165]}, 11: {'kitColor': [154.61981, 236.60703, 176.3738], 'location': [7443.88, 3366.5078]}, 12: {'kitColor': [149.74426, 233.48198, 181.33662], 'location': [5814.861, 4580.8174]}, 13: {'kitColor': [207.17786, 206.65324, 195.55145], 'location': [6527.0664, 6833.2646]}, 14: {'kitColor': [144.17543, 224.17186, 166.1122], 'location': [6956.992, 6810.0293]}, 15: {'kitColor': [229.43541, 229.1016, 215.12482], 'location': [8213.699, 4453.2285]}, 16: {'kitColor': [224.52791, 222.60072, 207.39806], 'location': [7399.196, 6271.2715]}, 17: {'kitColor': [225.74132, 227.96098, 215.1734], 'location': [6926.037, 4048.2488]}, 18: {'kitColor': [219.60107, 222.56334, 210.57411], 'location': [8191.5977, 566.3113]}, 19: {'kitColor': [157.21295, 229.06786, 182.00836], 'location': [6258.1016, 6059.1562]}}"
53,53,[[6382.7812 6732.079 ]],"{0: {'kitColor': [150.80887, 232.99367, 181.6452], 'location': [5817.316, 4595.3]}, 1: {'kitColor': [203.33745, 203.16257, 191.1906], 'location': [6510.225, 6827.9336]}, 2: {'kitColor': [230.18106, 235.81686, 225.79012], 'location': [5834.6475, 2057.0378]}, 3: {'kitColor': [232.84622, 236.20718, 224.67035], 'location': [6563.668, 5955.6685]}, 4: {'kitColor': [145.86107, 238.75241, 170.64925], 'location': [8485.175, 4062.36]}, 5: {'kitColor': [154.90318, 235.87798, 177.76128], 'location': [7378.8, 4799.82]}, 6: {'kitColor': [227.3438, 227.17975, 213.41798], 'location': [8208.468, 4453.624]}, 7: {'kitColor': [147.15916, 229.93718, 172.10681], 'location': [6978.764, 6110.502]}, 8: {'kitColor': [226.31963, 225.32191, 211.04109], 'location': [8411.33, 3383.2043]}, 9: {'kitColor': [142.6327, 221.17123, 162.04965], 'location': [6930.9595, 6793.7803]}, 10: {'kitColor': [225.7967, 226.82256, 218.5229], 'location': [5446.8955, 4709.123]}, 11: {'kitColor': [142.93042, 232.61842, 171.7228], 'location': [8501.56, 4886.4395]}, 12: {'kitColor': [217.58116, 221.66754, 212.16492], 'location': [8197.705, 549.7876]}, 13: {'kitColor': [153.62614, 234.43617, 174.6687], 'location': [7438.984, 3375.3975]}, 14: {'kitColor': [224.07799, 226.77576, 213.82312], 'location': [6922.96, 4056.037]}, 15: {'kitColor': [138.8065, 216.86043, 162.35686], 'location': [7987.9697, 6483.7466]}, 16: {'kitColor': [207.53938, 211.5362, 208.97374], 'location': [5452.3184, 6341.451]}, 17: {'kitColor': [155.65176, 235.13646, 177.3694], 'location': [8463.414, 2665.736]}, 18: {'kitColor': [223.28664, 222.24294, 207.51157], 'location': [7388.2886, 6251.8525]}, 19: {'kitColor': [158.70822, 227.69649, 182.04427], 'location': [6245.304, 6066.2837]}}"
54,54,[[6328.152  6698.5312]],"{0: {'kitColor': [199.99055, 199.85596, 188.18063], 'location': [6488.958, 6794.616]}, 1: {'kitColor': [152.44551, 232.88348, 182.73247], 'location': [5812.7485, 4598.957]}, 2: {'kitColor': [144.42047, 238.64592, 169.62103], 'location': [8481.043, 4065.4731]}, 3: {'kitColor': [229.96436, 235.67714, 225.61006], 'location': [5829.515, 2063.7502]}, 4: {'kitColor': [227.28474, 226.02962, 211.93394], 'location': [8410.852, 3388.1704]}, 5: {'kitColor': [154.83179, 234.34413, 175.2284], 'location': [7435.5737, 3380.3147]}, 6: {'kitColor': [156.45293, 235.77481, 178.63231], 'location': [7374.52, 4792.7573]}, 7: {'kitColor': [225.3243, 225.60023, 217.14505], 'location': [5439.1484, 4712.0444]}, 8: {'kitColor': [227.37411, 227.27454, 213.13371], 'location': [8202.8545, 4455.8325]}, 9: {'kitColor': [208.25699, 212.67519, 209.3751], 'location': [5441.51, 6334.6934]}, 10: {'kitColor': [223.00682, 226.69441, 213.41064], 'location': [6919.395, 4060.2036]}, 11: {'kitColor': [155.03922, 233.05638, 176.42648], 'location': [8463.51, 2654.815]}, 12: {'kitColor': [139.1041, 214.66638, 160.657], 'location': [7969.3906, 6483.361]}, 13: {'kitColor': [159.32428, 226.89746, 182.156], 'location': [6232.7837, 6080.7847]}, 14: {'kitColor': [149.08253, 230.36403, 173.33122], 'location': [6966.776, 6107.754]}, 15: {'kitColor': [213.42093, 217.39172, 211.78831], 'location': [8203.386, 532.6317]}, 16: {'kitColor': [142.26788, 221.0316, 161.17886], 'location': [6910.1694, 6772.618]}, 17: {'kitColor': [232.36705, 235.41011, 224.603], 'location': [6561.8022, 5956.226]}, 18: {'kitColor': [225.777, 224.59233, 210.54688], 'location': [7381.2773, 6237.7715]}, 19: {'kitColor': [145.33986, 230.89862, 173.35945], 'location': [8495.501, 4887.46]}}"
55,55,[[6269.304 6673.192]],"{0: {'kitColor': [198.06215, 197.79436, 185.07233], 'location': [6471.381, 6789.734]}, 1: {'kitColor': [143.6887, 237.83472, 169.23553], 'location': [8480.907, 4053.336]}, 2: {'kitColor': [229.02405, 234.81964, 224.06815], 'location': [5822.5986, 2070.3816]}, 3: {'kitColor': [157.77463, 233.48276, 176.7069], 'location': [7362.7495, 4800.553]}, 4: {'kitColor': [150.51016, 230.62195, 180.92581], 'location': [5804.952, 4598.967]}, 5: {'kitColor': [156.0325, 235.21362, 175.91176], 'location': [7427.8086, 3380.747]}, 6: {'kitColor': [155.64232, 233.13097, 176.48363], 'location': [8454.37, 2654.9436]}, 7: {'kitColor': [224.64177, 225.59744, 216.5461], 'location': [5426.624, 4702.7563]}, 8: {'kitColor': [229.37196, 232.30188, 221.44487], 'location': [6564.167, 5953.2295]}, 9: {'kitColor': [209.37999, 213.97029, 210.33932], 'location': [5429.9194, 6338.8755]}, 10: {'kitColor': [227.71695, 227.04167, 213.08476], 'location': [8197.119, 4455.02]}, 11: {'kitColor': [228.38531, 227.66054, 212.97017], 'location': [8404.861, 3387.6968]}, 12: {'kitColor': [142.4068, 221.00404, 160.59967], 'location': [6879.675, 6787.3306]}, 13: {'kitColor': [220.76309, 225.12828, 210.46858], 'location': [6911.882, 4060.2405]}, 14: {'kitColor': [159.34749, 227.28291, 180.69669], 'location': [6218.9185, 6107.5767]}, 15: {'kitColor': [225.49475, 223.6588, 209.05511], 'location': [7379.6426, 6222.3857]}, 16: {'kitColor': [144.19756, 230.40244, 172.44147], 'location': [8490.346, 4886.7183]}, 17: {'kitColor': [138.34927, 213.09567, 159.95396], 'location': [7951.768, 6488.3125]}, 18: {'kitColor': [150.125, 234.39346, 175.74998], 'location': [6955.954, 6101.7446]}, 19: {'kitColor': [213.54356, 217.66742, 215.8876], 'location': [8193.379, 541.22064]}}"
56,56,[[6221.149 6650.246]],"{0: {'kitColor': [144.34831, 236.60535, 169.2472], 'location': [8480.498, 4054.0151]}, 1: {'kitColor': [159.19948, 234.27444, 177.7052], 'location': [7359.0, 4801.5605]}, 2: {'kitColor': [228.78947, 235.34616, 224.68016], 'location': [5822.8364, 2056.5679]}, 3: {'kitColor': [157.61624, 234.19586, 177.41243], 'location': [7427.268, 3382.2344]}, 4: {'kitColor': [225.0655, 228.7048, 217.54521], 'location': [6569.2256, 5951.3706]}, 5: {'kitColor': [151.10768, 229.8923, 180.8841], 'location': [5803.318, 4602.061]}, 6: {'kitColor': [209.24446, 213.90031, 210.49051], 'location': [5427.4497, 6342.6904]}, 7: {'kitColor': [224.59113, 224.82135, 215.20264], 'location': [5419.4, 4704.977]}, 8: {'kitColor': [226.5949, 226.3796, 212.86685], 'location': [8195.538, 4455.701]}, 9: {'kitColor': [159.76823, 234.54688, 179.36719], 'location': [8438.694, 2686.0522]}, 10: {'kitColor': [144.97726, 228.45094, 172.76793], 'location': [8482.462, 4895.6426]}, 11: {'kitColor': [198.31328, 196.68797, 187.2807], 'location': [6458.703, 6789.491]}, 12: {'kitColor': [225.40181, 222.55168, 208.1783], 'location': [7382.3735, 6206.9204]}, 13: {'kitColor': [155.49413, 225.09412, 178.1479], 'location': [6214.053, 6126.2456]}, 14: {'kitColor': [140.83582, 219.61688, 162.56865], 'location': [7934.7505, 6479.38]}, 15: {'kitColor': [219.18854, 223.36433, 209.3223], 'location': [6911.531, 4062.3599]}, 16: {'kitColor': [227.34631, 226.56421, 212.86238], 'location': [8401.1045, 3387.736]}, 17: {'kitColor': [152.0353, 235.55017, 177.76517], 'location': [6948.4995, 6102.3164]}, 18: {'kitColor': [219.0658, 222.19475, 213.45001], 'location': [8193.881, 541.8207]}, 19: {'kitColor': [138.45529, 217.34044, 157.3027], 'location': [6865.5317, 6790.794]}}"
57,57,[[6174.5337 6619.6978]],"{0: {'kitColor': [160.42728, 235.55064, 179.17403], 'location': [7357.741, 4800.595]}, 1: {'kitColor': [230.57964, 237.74736, 227.08493], 'location': [5824.5215, 2046.1853]}, 2: {'kitColor': [144.01682, 235.67087, 168.35715], 'location': [8476.47, 4063.2104]}, 3: {'kitColor': [149.62157, 229.60936, 179.91455], 'location': [5805.485, 4606.6885]}, 4: {'kitColor': [222.91736, 227.72635, 215.84665], 'location': [6576.2803, 5952.9136]}, 5: {'kitColor': [161.29549, 237.78296, 181.2838], 'location': [7428.5933, 3383.7585]}, 6: {'kitColor': [213.86299, 217.46877, 213.55289], 'location': [8193.239, 544.4701]}, 7: {'kitColor': [210.39983, 215.18692, 210.85834], 'location': [5425.317, 6340.766]}, 8: {'kitColor': [146.30887, 226.46738, 172.95688], 'location': [8475.774, 4910.0356]}, 9: {'kitColor': [219.9357, 223.56036, 209.82283], 'location': [6914.5127, 4064.6436]}, 10: {'kitColor': [163.03896, 236.56363, 181.73766], 'location': [8445.982, 2670.9148]}, 11: {'kitColor': [225.7673, 224.77562, 212.91966], 'location': [8201.147, 4443.7266]}, 12: {'kitColor': [143.52022, 224.99905, 165.82503], 'location': [7913.565, 6468.12]}, 13: {'kitColor': [226.98166, 224.13239, 209.8991], 'location': [7387.2266, 6186.4824]}, 14: {'kitColor': [225.84445, 225.69556, 212.06223], 'location': [8406.753, 3373.7107]}, 15: {'kitColor': [222.60919, 224.38953, 213.45848], 'location': [5412.2163, 4708.5093]}, 16: {'kitColor': [142.552, 220.83112, 161.464], 'location': [6859.603, 6777.1226]}, 17: {'kitColor': [151.3485, 233.5212, 176.84798], 'location': [6949.0054, 6100.66]}, 18: {'kitColor': [154.80042, 225.86627, 177.12158], 'location': [6202.8057, 6129.5664]}, 19: {'kitColor': [196.66411, 194.92592, 183.4189], 'location': [6441.8535, 6783.6265]}}"
58,58,[[6122.0693 6597.1255]],"{0: {'kitColor': [230.51381, 236.48409, 226.93207], 'location': [5823.387, 2056.8726]}, 1: {'kitColor': [149.60782, 230.5095, 179.24207], 'location': [5798.5835, 4602.146]}, 2: {'kitColor': [160.37772, 234.96799, 178.61205], 'location': [7336.5195, 4817.1357]}, 3: {'kitColor': [209.13043, 213.66054, 208.85535], 'location': [5413.2437, 6333.1665]}, 4: {'kitColor': [218.70619, 222.04716, 208.22371], 'location': [6902.5273, 4072.6233]}, 5: {'kitColor': [142.60396, 235.29279, 167.94484], 'location': [8464.795, 4063.3257]}, 6: {'kitColor': [223.8221, 228.19382, 216.45412], 'location': [6569.931, 5965.5815]}, 7: {'kitColor': [191.63268, 191.12514, 179.85979], 'location': [6417.3994, 6783.9077]}, 8: {'kitColor': [226.1892, 226.12233, 213.45662], 'location': [8184.318, 4454.7188]}, 9: {'kitColor': [225.60919, 225.44138, 212.60919], 'location': [8398.381, 3357.0212]}, 10: {'kitColor': [226.77852, 224.69987, 210.81522], 'location': [7370.8076, 6195.172]}, 11: {'kitColor': [145.5572, 226.33638, 173.5057], 'location': [8443.312, 4948.448]}, 12: {'kitColor': [223.24673, 224.33382, 214.3193], 'location': [5400.1724, 4693.0386]}, 13: {'kitColor': [156.42969, 233.21318, 180.35826], 'location': [6174.7324, 6128.0615]}, 14: {'kitColor': [159.98671, 235.75748, 180.53821], 'location': [7417.209, 3393.4517]}, 15: {'kitColor': [165.29893, 237.90211, 183.69576], 'location': [8428.701, 2680.4744]}, 16: {'kitColor': [148.07478, 231.67786, 173.9463], 'location': [6933.9307, 6101.1577]}, 17: {'kitColor': [142.97043, 223.56989, 162.81451], 'location': [6827.89, 6778.382]}, 18: {'kitColor': [144.9504, 225.90775, 166.3603], 'location': [7886.4795, 6477.233]}, 19: {'kitColor': [209.49678, 213.69592, 218.89722], 'location': [8183.8633, 529.3875]}}"
59,59,[[6077.9033 6580.3984]],"{0: {'kitColor': [193.3329, 193.19514, 182.02933], 'location': [6409.3057, 6783.892]}, 1: {'kitColor': [220.20055, 220.5225, 211.56754], 'location': [5393.321, 4706.7593]}, 2: {'kitColor': [224.50117, 224.0979, 212.36365], 'location': [8390.439, 3374.829]}, 3: {'kitColor': [148.41797, 229.64914, 176.70589], 'location': [5794.136, 4605.5303]}, 4: {'kitColor': [224.17136, 228.79495, 216.54588], 'location': [6573.8745, 5971.677]}, 5: {'kitColor': [144.45415, 235.72926, 169.43959], 'location': [8471.586, 4052.2732]}, 6: {'kitColor': [230.51701, 235.94467, 226.00212], 'location': [5820.329, 2053.068]}, 7: {'kitColor': [152.94748, 236.16994, 179.61072], 'location': [6159.4185, 6121.099]}, 8: {'kitColor': [224.52274, 225.84518, 211.84375], 'location': [8188.876, 4443.967]}, 9: {'kitColor': [229.39642, 228.22238, 213.91576], 'location': [7375.7227, 6189.6113]}, 10: {'kitColor': [145.4971, 228.73811, 173.04866], 'location': [8444.673, 4953.821]}, 11: {'kitColor': [159.50662, 233.1419, 177.76128], 'location': [7331.745, 4809.4424]}, 12: {'kitColor': [208.67563, 212.55379, 207.22185], 'location': [5392.6533, 6332.138]}, 13: {'kitColor': [159.80133, 237.13245, 180.76987], 'location': [7417.331, 3390.1504]}, 14: {'kitColor': [144.89651, 229.25117, 166.34712], 'location': [6817.9565, 6765.2676]}, 15: {'kitColor': [220.40884, 223.22514, 208.61603], 'location': [6901.483, 4070.1455]}, 16: {'kitColor': [142.91853, 222.14056, 164.996], 'location': [7890.474, 6462.044]}, 17: {'kitColor': [148.0, 230.76826, 173.7959], 'location': [6934.2305, 6097.679]}, 18: {'kitColor': [164.08951, 237.85165, 182.71867], 'location': [8419.0, 2705.8918]}, 19: {'kitColor': [213.98302, 217.11407, 215.73302], 'location': [8171.36, 540.0454]}}"
60,60,[[6025.4365 6527.4854]],"{0: {'kitColor': [195.95859, 193.6926, 184.34378], 'location': [6387.0435, 6734.916]}, 1: {'kitColor': [144.36781, 229.88913, 174.629], 'location': [5782.6113, 4614.3003]}, 2: {'kitColor': [158.68262, 236.5311, 179.66507], 'location': [7430.2974, 3390.297]}, 3: {'kitColor': [229.23653, 234.32782, 225.31952], 'location': [5823.796, 2060.236]}, 4: {'kitColor': [230.83224, 226.54129, 213.83224], 'location': [7367.6035, 6129.4]}, 5: {'kitColor': [150.25383, 229.27853, 173.7896], 'location': [6924.643, 6052.941]}, 6: {'kitColor': [144.6735, 228.06825, 169.53355], 'location': [8427.78, 4901.779]}, 7: {'kitColor': [220.725, 222.55, 214.15263], 'location': [5374.911, 4716.6016]}, 8: {'kitColor': [145.85295, 234.48236, 170.8], 'location': [8473.522, 4011.398]}, 9: {'kitColor': [222.7215, 223.86292, 210.25108], 'location': [8189.116, 4401.2163]}, 10: {'kitColor': [223.99626, 227.51079, 216.26054], 'location': [6576.445, 5949.3667]}, 11: {'kitColor': [224.18462, 224.90257, 212.94617], 'location': [8389.751, 3372.8071]}, 12: {'kitColor': [142.93858, 224.4108, 164.07635], 'location': [6796.4316, 6706.5586]}, 13: {'kitColor': [143.88452, 223.73792, 167.90417], 'location': [7873.6636, 6365.741]}, 14: {'kitColor': [218.98431, 221.6933, 206.88446], 'location': [6908.5312, 4060.0369]}, 15: {'kitColor': [158.03973, 233.2863, 178.0726], 'location': [7325.115, 4777.9688]}, 16: {'kitColor': [161.94568, 236.00249, 180.21483], 'location': [8430.331, 2701.0188]}, 17: {'kitColor': [214.6068, 215.46893, 211.68933], 'location': [5362.3735, 6327.051]}, 18: {'kitColor': [153.7673, 231.45935, 178.65485], 'location': [6150.4917, 6101.3564]}, 19: {'kitColor': [213.4642, 215.61235, 214.15062], 'location': [8215.255, 504.07733]}}"
61,61,[],"{0: {'kitColor': [198.2665, 196.45432, 186.83882], 'location': [6373.9736, 6729.793]}, 1: {'kitColor': [145.49539, 223.58846, 165.47923], 'location': [6778.184, 6700.873]}, 2: {'kitColor': [151.65776, 231.03706, 175.18275], 'location': [6919.407, 6056.358]}, 3: {'kitColor': [229.15123, 225.49237, 212.20047], 'location': [7366.2646, 6134.991]}, 4: {'kitColor': [230.86441, 236.37712, 226.49788], 'location': [5821.217, 2066.2024]}, 5: {'kitColor': [219.61559, 223.28311, 212.83507], 'location': [5366.637, 4705.267]}, 6: {'kitColor': [158.45853, 235.46948, 178.0798], 'location': [7422.0938, 3389.6956]}, 7: {'kitColor': [226.92346, 227.97778, 214.69383], 'location': [8388.241, 3358.985]}, 8: {'kitColor': [145.15814, 229.91512, 173.31047], 'location': [8425.966, 4913.4004]}, 9: {'kitColor': [144.80441, 231.54474, 174.98232], 'location': [5775.3174, 4603.356]}, 10: {'kitColor': [225.19191, 226.79161, 212.78412], 'location': [8183.805, 4401.3525]}, 11: {'kitColor': [160.52722, 235.84653, 180.04703], 'location': [8425.159, 2701.3174]}, 12: {'kitColor': [145.6255, 224.70593, 168.22664], 'location': [7875.8677, 6351.3433]}, 13: {'kitColor': [146.20268, 234.31744, 170.47392], 'location': [8474.954, 4012.2976]}, 14: {'kitColor': [223.2295, 226.44647, 215.33365], 'location': [6577.908, 5958.943]}, 15: {'kitColor': [157.32835, 235.44777, 177.58955], 'location': [7315.4185, 4768.1284]}, 16: {'kitColor': [220.62292, 222.7255, 207.51132], 'location': [6905.8354, 4049.004]}, 17: {'kitColor': [213.92184, 216.38417, 213.05556], 'location': [5347.9834, 6329.7524]}, 18: {'kitColor': [156.11671, 233.18657, 181.46155], 'location': [6134.1504, 6089.766]}, 19: {'kitColor': [209.8952, 211.11572, 219.77512], 'location': [8203.819, 513.7901]}}"
62,62,[],"{0: {'kitColor': [196.55727, 195.46976, 185.29472], 'location': [6358.4775, 6733.6123]}, 1: {'kitColor': [151.7856, 230.1467, 175.38976], 'location': [6914.353, 6048.244]}, 2: {'kitColor': [145.99773, 224.58534, 165.63293], 'location': [6758.4146, 6693.7954]}, 3: {'kitColor': [225.84662, 226.49232, 213.05827], 'location': [8175.648, 4399.2686]}, 4: {'kitColor': [230.85513, 228.00826, 214.55713], 'location': [7359.1646, 6130.6284]}, 5: {'kitColor': [218.31888, 222.40816, 211.48851], 'location': [5356.5557, 4701.919]}, 6: {'kitColor': [226.37038, 228.57779, 214.53087], 'location': [8382.194, 3358.807]}, 7: {'kitColor': [147.98787, 234.20605, 170.6212], 'location': [8467.507, 4022.529]}, 8: {'kitColor': [147.237, 225.01488, 169.69777], 'location': [7860.079, 6336.942]}, 9: {'kitColor': [156.44409, 234.12283, 176.85197], 'location': [7415.68, 3378.2483]}, 10: {'kitColor': [222.93906, 225.02797, 214.54346], 'location': [6578.0586, 5971.0703]}, 11: {'kitColor': [144.96797, 232.55173, 170.61699], 'location': [8416.211, 4909.103]}, 12: {'kitColor': [157.47958, 234.1278, 176.7365], 'location': [7307.943, 4767.615]}, 13: {'kitColor': [218.97202, 221.20529, 205.78383], 'location': [6903.3877, 4051.8645]}, 14: {'kitColor': [227.27293, 233.70576, 223.92538], 'location': [5820.424, 2056.2715]}, 15: {'kitColor': [213.5039, 215.59296, 212.10078], 'location': [5337.1377, 6331.017]}, 16: {'kitColor': [147.01393, 233.45412, 177.367], 'location': [5771.2627, 4608.236]}, 17: {'kitColor': [160.23056, 235.97926, 180.3342], 'location': [8418.953, 2701.8855]}, 18: {'kitColor': [155.31833, 231.4164, 180.96945], 'location': [6124.5195, 6099.957]}, 19: {'kitColor': [205.90234, 208.13377, 219.05309], 'location': [8204.936, 491.51135]}}"
63,63,[[5889.5366 6467.225 ]],"{0: {'kitColor': [147.41106, 225.61696, 166.84406], 'location': [6732.916, 6685.0425]}, 1: {'kitColor': [146.35768, 233.86588, 169.83308], 'location': [8458.407, 4030.644]}, 2: {'kitColor': [152.54276, 230.76004, 175.48343], 'location': [6899.0723, 6053.782]}, 3: {'kitColor': [225.86026, 225.98602, 212.39287], 'location': [8166.658, 4405.9146]}, 4: {'kitColor': [195.89633, 195.9357, 185.00131], 'location': [6336.3896, 6738.272]}, 5: {'kitColor': [226.02475, 228.88614, 214.64851], 'location': [8369.2295, 3380.899]}, 6: {'kitColor': [217.91255, 222.46921, 210.7697], 'location': [5342.119, 4692.6875]}, 7: {'kitColor': [156.95906, 233.3325, 176.22084], 'location': [7298.245, 4771.369]}, 8: {'kitColor': [220.9309, 224.7002, 213.1443], 'location': [6569.884, 5977.8066]}, 9: {'kitColor': [228.33624, 234.6856, 224.78166], 'location': [5820.3374, 2041.1406]}, 10: {'kitColor': [229.64865, 227.82433, 213.86937], 'location': [7347.434, 6125.522]}, 11: {'kitColor': [148.17221, 231.29218, 177.56651], 'location': [5770.0024, 4601.9424]}, 12: {'kitColor': [147.55956, 225.77377, 169.77292], 'location': [7832.3105, 6340.3286]}, 13: {'kitColor': [152.88206, 233.0, 173.79], 'location': [7406.939, 3383.9358]}, 14: {'kitColor': [143.34734, 229.75525, 169.81335], 'location': [8402.411, 4914.4175]}, 15: {'kitColor': [211.81401, 213.80202, 209.83401], 'location': [5314.3857, 6326.9004]}, 16: {'kitColor': [216.11665, 219.4, 202.88333], 'location': [6895.918, 4055.8442]}, 17: {'kitColor': [160.07532, 236.57402, 180.50648], 'location': [8411.873, 2711.8853]}, 18: {'kitColor': [155.77687, 233.8127, 184.37459], 'location': [6107.0767, 6103.4487]}, 19: {'kitColor': [211.71463, 214.76979, 220.50839], 'location': [8207.979, 502.29025]}}"
