,Frame,Ball Location,PlayerDicts
471,471,[[9166.953  5985.0347]],"{0: {'kitColor': [230.23854, 231.48013, 218.15598], 'location': [8118.382, 5065.6924]}, 1: {'kitColor': [209.9744, 214.55795, 199.80862], 'location': [6938.5884, 6206.0303]}, 2: {'kitColor': [211.1372, 214.96977, 209.7314], 'location': [5714.77, 5754.8467]}, 3: {'kitColor': [169.28035, 234.09573, 187.98975], 'location': [6508.245, 3675.5312]}, 4: {'kitColor': [155.54546, 226.7549, 174.40736], 'location': [7975.429, 4784.9443]}, 5: {'kitColor': [164.93738, 230.4426, 181.96556], 'location': [6769.145, 5345.404]}, 6: {'kitColor': [146.09705, 228.61813, 179.74261], 'location': [5532.861, 4955.286]}, 7: {'kitColor': [211.54141, 213.61996, 199.57114], 'location': [7181.6772, 5084.2236]}, 8: {'kitColor': [223.18506, 226.75043, 218.33107], 'location': [5359.4297, 4760.139]}, 9: {'kitColor': [211.4393, 222.22543, 204.50578], 'location': [6698.285, 5273.4307]}, 10: {'kitColor': [147.49211, 235.50493, 177.11638], 'location': [6119.356, 5735.6094]}, 11: {'kitColor': [163.5453, 233.42833, 180.43492], 'location': [7446.929, 4483.297]}, 12: {'kitColor': [146.68457, 221.24431, 162.14497], 'location': [7803.027, 6382.9805]}, 13: {'kitColor': [208.13776, 208.80272, 186.52551], 'location': [8087.2715, 5944.7812]}, 14: {'kitColor': [223.2163, 229.32602, 215.40439], 'location': [6995.9297, 1388.0989]}, 15: {'kitColor': [165.57393, 240.26344, 184.37366], 'location': [8672.581, 5096.575]}, 16: {'kitColor': [223.84576, 232.22108, 221.29306], 'location': [5367.472, 2882.5332]}, 17: {'kitColor': [229.89009, 233.94907, 220.23593], 'location': [6185.6934, 3956.677]}, 18: {'kitColor': [176.07639, 232.71875, 185.8125], 'location': [7845.8794, 2397.4084]}, 19: {'kitColor': [153.67531, 221.5605, 169.71976], 'location': [8611.842, 6073.433]}}"
472,472,[[9207.399  5976.9824]],"{0: {'kitColor': [156.05347, 227.24687, 174.36063], 'location': [7992.3745, 4761.8774]}, 1: {'kitColor': [212.06169, 215.9234, 202.2], 'location': [7202.1626, 5056.8115]}, 2: {'kitColor': [145.86687, 227.8543, 179.19077], 'location': [5526.6206, 4960.1685]}, 3: {'kitColor': [229.345, 230.7361, 217.29889], 'location': [8134.744, 5062.8794]}, 4: {'kitColor': [212.77846, 222.4598, 205.3308], 'location': [6707.216, 5255.265]}, 5: {'kitColor': [213.10365, 217.51822, 203.02242], 'location': [6957.239, 6218.881]}, 6: {'kitColor': [162.24223, 232.56677, 179.55124], 'location': [7456.824, 4480.1206]}, 7: {'kitColor': [208.67308, 213.2476, 207.07452], 'location': [5716.584, 5754.9824]}, 8: {'kitColor': [163.22684, 229.65068, 181.0756], 'location': [6782.347, 5352.236]}, 9: {'kitColor': [169.09683, 233.11267, 186.98239], 'location': [6511.3286, 3683.9783]}, 10: {'kitColor': [146.39206, 236.85092, 177.66603], 'location': [6119.2285, 5746.9653]}, 11: {'kitColor': [165.95389, 239.52913, 184.15898], 'location': [8686.394, 5082.583]}, 12: {'kitColor': [227.55988, 232.40778, 219.05826], 'location': [6996.095, 1386.3428]}, 13: {'kitColor': [225.1577, 228.7939, 220.44444], 'location': [5364.427, 4759.381]}, 14: {'kitColor': [220.87407, 220.77444, 199.97745], 'location': [8133.464, 5948.4243]}, 15: {'kitColor': [223.5868, 231.61125, 220.70172], 'location': [5365.812, 2905.1248]}, 16: {'kitColor': [231.84366, 235.60767, 221.92331], 'location': [6195.087, 3954.189]}, 17: {'kitColor': [174.22858, 232.98572, 186.03572], 'location': [7853.2573, 2396.8975]}, 18: {'kitColor': [149.1275, 220.61275, 165.64345], 'location': [8633.197, 6092.2646]}, 19: {'kitColor': [148.36166, 221.61673, 161.9649], 'location': [7823.993, 6381.742]}}"
473,473,[],"{0: {'kitColor': [156.59224, 228.06227, 174.75676], 'location': [8009.6055, 4758.783]}, 1: {'kitColor': [147.39647, 228.94052, 181.598], 'location': [5531.3853, 4966.2417]}, 2: {'kitColor': [210.52283, 214.0581, 200.46889], 'location': [7208.4663, 5087.289]}, 3: {'kitColor': [211.87276, 212.97096, 194.04288], 'location': [8147.773, 5950.723]}, 4: {'kitColor': [164.08937, 231.70108, 180.28352], 'location': [7470.5815, 4474.1978]}, 5: {'kitColor': [211.59178, 221.20253, 205.94147], 'location': [6717.6704, 5266.628]}, 6: {'kitColor': [226.8887, 228.75581, 214.92525], 'location': [8149.2524, 5080.3223]}, 7: {'kitColor': [166.62857, 240.44595, 186.02982], 'location': [8706.629, 5072.7295]}, 8: {'kitColor': [232.18686, 235.55264, 221.14474], 'location': [6204.299, 3954.9414]}, 9: {'kitColor': [226.64893, 232.39952, 224.49153], 'location': [5379.575, 2919.1335]}, 10: {'kitColor': [215.72755, 217.44272, 203.45355], 'location': [6975.421, 6243.6167]}, 11: {'kitColor': [170.76283, 235.24788, 190.79488], 'location': [6526.158, 3686.245]}, 12: {'kitColor': [146.16121, 237.25024, 177.59607], 'location': [6125.009, 5760.279]}, 13: {'kitColor': [223.95122, 229.91463, 215.52133], 'location': [7005.467, 1384.4875]}, 14: {'kitColor': [226.9375, 229.32956, 221.15152], 'location': [5378.3506, 4767.46]}, 15: {'kitColor': [206.44775, 211.10194, 205.48387], 'location': [5738.3403, 5757.4717]}, 16: {'kitColor': [147.51567, 228.84596, 170.84726], 'location': [6814.8486, 5360.8237]}, 17: {'kitColor': [145.11429, 224.08052, 160.36752], 'location': [7842.6597, 6392.244]}, 18: {'kitColor': [170.29825, 230.77895, 183.44211], 'location': [7865.3916, 2397.3955]}, 19: {'kitColor': [148.7804, 219.2183, 166.94641], 'location': [8675.279, 6110.34]}}"
474,474,[[9293.434 5973.082]],"{0: {'kitColor': [165.82326, 234.21338, 182.02548], 'location': [7482.7363, 4472.4175]}, 1: {'kitColor': [209.37085, 213.85805, 193.84143], 'location': [8170.57, 5953.1387]}, 2: {'kitColor': [156.02356, 227.44878, 173.02827], 'location': [8018.14, 4767.6304]}, 3: {'kitColor': [148.23872, 230.17052, 182.11661], 'location': [5536.78, 4967.2656]}, 4: {'kitColor': [227.2492, 231.99065, 219.40498], 'location': [6999.71, 1407.1005]}, 5: {'kitColor': [211.59573, 214.00638, 201.66382], 'location': [7222.6626, 5085.4004]}, 6: {'kitColor': [168.43295, 240.99617, 187.1175], 'location': [8727.391, 5054.8228]}, 7: {'kitColor': [212.98383, 221.15373, 205.8382], 'location': [6729.2944, 5271.4556]}, 8: {'kitColor': [232.70352, 235.73175, 220.6141], 'location': [6216.437, 3950.896]}, 9: {'kitColor': [145.07976, 236.56178, 176.08765], 'location': [6133.216, 5762.1953]}, 10: {'kitColor': [221.41881, 224.4359, 214.8547], 'location': [5383.4863, 4760.0522]}, 11: {'kitColor': [209.15973, 211.04825, 197.57903], 'location': [7006.3457, 6246.6616]}, 12: {'kitColor': [229.38649, 229.34521, 217.37335], 'location': [8166.0527, 5080.7646]}, 13: {'kitColor': [205.57968, 211.67445, 206.1923], 'location': [5749.894, 5759.3237]}, 14: {'kitColor': [140.97789, 222.8145, 157.95822], 'location': [7858.655, 6393.23]}, 15: {'kitColor': [149.42651, 226.60965, 172.21567], 'location': [6813.2407, 5362.681]}, 16: {'kitColor': [228.27594, 234.21463, 226.92218], 'location': [5389.005, 2928.1392]}, 17: {'kitColor': [173.75555, 232.24762, 184.57777], 'location': [7869.464, 2398.7998]}, 18: {'kitColor': [169.31433, 234.08649, 190.84598], 'location': [6545.7764, 3684.6704]}, 19: {'kitColor': [143.31158, 215.70705, 164.10918], 'location': [8723.401, 6127.1484]}}"
475,475,[[9322.145  5979.6104]],"{0: {'kitColor': [166.72757, 235.03046, 182.67513], 'location': [7498.5693, 4461.231]}, 1: {'kitColor': [204.45773, 208.95259, 195.53403], 'location': [7236.804, 5094.2173]}, 2: {'kitColor': [148.0905, 229.92067, 182.34525], 'location': [5539.9854, 4962.3994]}, 3: {'kitColor': [156.61739, 228.99379, 174.5615], 'location': [8032.282, 4768.3843]}, 4: {'kitColor': [167.50133, 241.20079, 187.10638], 'location': [8745.6045, 5047.8213]}, 5: {'kitColor': [208.70143, 213.0545, 193.19788], 'location': [8196.658, 5957.5063]}, 6: {'kitColor': [215.10155, 221.79346, 207.22375], 'location': [6747.9985, 5271.9688]}, 7: {'kitColor': [142.7835, 224.55142, 160.1256], 'location': [7872.9956, 6388.0527]}, 8: {'kitColor': [235.31377, 234.71458, 223.39272], 'location': [8187.336, 5083.68]}, 9: {'kitColor': [226.81818, 232.13165, 218.90909], 'location': [7006.112, 1434.1996]}, 10: {'kitColor': [207.79031, 207.31935, 195.5629], 'location': [7037.7026, 6257.0645]}, 11: {'kitColor': [144.41165, 236.56049, 174.95474], 'location': [6144.589, 5760.8945]}, 12: {'kitColor': [219.22075, 223.4514, 211.98682], 'location': [5389.3804, 4763.624]}, 13: {'kitColor': [229.37175, 235.22116, 227.99059], 'location': [5396.5776, 2930.998]}, 14: {'kitColor': [230.70139, 236.35648, 220.89352], 'location': [6226.3687, 3945.8484]}, 15: {'kitColor': [205.08841, 211.64503, 205.92128], 'location': [5762.7837, 5758.0947]}, 16: {'kitColor': [173.93251, 232.54907, 184.94171], 'location': [7880.6216, 2391.9634]}, 17: {'kitColor': [166.14197, 233.49382, 189.56172], 'location': [6563.997, 3681.0596]}, 18: {'kitColor': [145.71524, 229.51738, 169.85161], 'location': [6838.8735, 5365.002]}, 19: {'kitColor': [138.79497, 216.96764, 162.33932], 'location': [8744.576, 6131.0044]}}"
476,476,[[9362.46  5990.344]],"{0: {'kitColor': [206.36299, 208.66978, 196.05386], 'location': [7250.8774, 5101.464]}, 1: {'kitColor': [232.59718, 236.1124, 222.19672], 'location': [6233.824, 3945.9617]}, 2: {'kitColor': [146.53792, 226.49475, 163.13303], 'location': [7888.282, 6393.1084]}, 3: {'kitColor': [144.63173, 237.66454, 176.74658], 'location': [6152.9517, 5758.418]}, 4: {'kitColor': [210.2129, 209.04498, 199.56372], 'location': [7053.714, 6256.3525]}, 5: {'kitColor': [171.78465, 231.66077, 184.04129], 'location': [7883.117, 2394.0244]}, 6: {'kitColor': [230.1366, 231.99832, 220.26813], 'location': [8204.368, 5071.9067]}, 7: {'kitColor': [166.74234, 232.11353, 188.53154], 'location': [6567.547, 3680.75]}, 8: {'kitColor': [148.76848, 230.8622, 183.93275], 'location': [5542.072, 4967.4883]}, 9: {'kitColor': [225.64938, 231.74998, 218.33841], 'location': [7009.649, 1444.1499]}, 10: {'kitColor': [144.9493, 228.0076, 170.84663], 'location': [6855.4585, 5364.151]}, 11: {'kitColor': [165.41057, 240.59756, 187.47154], 'location': [8765.198, 5035.3013]}, 12: {'kitColor': [165.48276, 234.23276, 181.6293], 'location': [7509.7437, 4459.294]}, 13: {'kitColor': [144.23753, 220.13557, 167.46812], 'location': [8778.252, 6125.653]}, 14: {'kitColor': [159.15266, 231.77452, 177.0252], 'location': [8053.168, 4767.4575]}, 15: {'kitColor': [199.41336, 207.79332, 200.58044], 'location': [5768.0537, 5754.984]}, 16: {'kitColor': [217.93114, 223.85133, 211.47418], 'location': [5392.212, 4778.1445]}, 17: {'kitColor': [214.58769, 218.42146, 198.55759], 'location': [8223.232, 5987.6606]}, 18: {'kitColor': [229.34735, 234.46902, 226.89601], 'location': [5407.741, 2950.977]}, 19: {'kitColor': [215.3465, 222.47856, 207.36021], 'location': [6766.6704, 5271.7036]}}"
477,477,[],"{0: {'kitColor': [230.03899, 235.6399, 221.0688], 'location': [6245.5435, 3922.355]}, 1: {'kitColor': [206.31035, 209.66843, 198.95491], 'location': [7074.9434, 6247.6816]}, 2: {'kitColor': [230.3345, 232.45009, 218.16461], 'location': [8220.938, 5065.591]}, 3: {'kitColor': [145.71693, 235.95097, 177.3321], 'location': [6159.3486, 5763.7983]}, 4: {'kitColor': [167.82683, 234.53142, 189.5501], 'location': [6577.32, 3667.8503]}, 5: {'kitColor': [174.77779, 234.63364, 186.5946], 'location': [7894.791, 2381.5632]}, 6: {'kitColor': [149.01038, 232.76585, 186.50749], 'location': [5546.234, 4964.6025]}, 7: {'kitColor': [220.17194, 226.90695, 214.18297], 'location': [5399.0366, 4783.8794]}, 8: {'kitColor': [224.32208, 230.73926, 217.66257], 'location': [7018.1924, 1426.8654]}, 9: {'kitColor': [165.54344, 234.53604, 181.17744], 'location': [7526.1895, 4461.862]}, 10: {'kitColor': [149.04712, 228.74677, 173.52415], 'location': [6865.043, 5356.104]}, 11: {'kitColor': [208.18536, 211.18292, 197.39024], 'location': [7274.4097, 5096.0537]}, 12: {'kitColor': [229.84668, 234.80444, 226.84222], 'location': [5416.458, 2933.7908]}, 13: {'kitColor': [161.1338, 240.27042, 182.4831], 'location': [8786.6045, 5030.556]}, 14: {'kitColor': [157.61938, 230.54355, 176.18259], 'location': [8079.6895, 4762.5713]}, 15: {'kitColor': [149.9619, 227.44342, 165.62009], 'location': [7901.642, 6401.051]}, 16: {'kitColor': [200.61203, 209.40448, 202.12617], 'location': [5773.8994, 5766.0776]}, 17: {'kitColor': [222.34375, 226.56944, 213.32639], 'location': [6783.3584, 5273.107]}, 18: {'kitColor': [144.30382, 219.80606, 167.12108], 'location': [8789.688, 6164.4863]}, 19: {'kitColor': [213.3348, 216.33919, 196.85672], 'location': [8258.443, 5994.897]}}"
478,478,[],"{0: {'kitColor': [203.18616, 205.77107, 196.54843], 'location': [7081.258, 6241.403]}, 1: {'kitColor': [226.26572, 229.5386, 215.49013], 'location': [8223.492, 5048.666]}, 2: {'kitColor': [167.97359, 234.19542, 189.56866], 'location': [6586.682, 3634.0032]}, 3: {'kitColor': [149.14954, 228.97487, 173.9452], 'location': [6865.4106, 5341.6816]}, 4: {'kitColor': [148.17363, 236.98862, 177.95541], 'location': [6150.167, 5768.523]}, 5: {'kitColor': [231.259, 235.42447, 222.85373], 'location': [6254.2065, 3898.554]}, 6: {'kitColor': [225.03241, 230.38249, 219.8201], 'location': [5399.701, 4748.5625]}, 7: {'kitColor': [229.9767, 234.2401, 226.44522], 'location': [5436.5454, 2888.1558]}, 8: {'kitColor': [203.46783, 211.93567, 204.17192], 'location': [5772.5464, 5756.4243]}, 9: {'kitColor': [163.0262, 236.02821, 180.57863], 'location': [7540.009, 4444.127]}, 10: {'kitColor': [154.0042, 228.12029, 173.3147], 'location': [8081.2324, 4750.219]}, 11: {'kitColor': [172.27715, 232.67714, 184.57428], 'location': [7887.357, 2355.4648]}, 12: {'kitColor': [215.18985, 216.82889, 202.88235], 'location': [7295.0557, 5085.777]}, 13: {'kitColor': [149.74303, 233.65454, 188.03273], 'location': [5547.201, 4933.2295]}, 14: {'kitColor': [225.74837, 231.06863, 219.13399], 'location': [7027.3247, 1400.3784]}, 15: {'kitColor': [152.4806, 228.35017, 167.32785], 'location': [7901.809, 6421.2397]}, 16: {'kitColor': [159.40773, 241.02576, 182.06009], 'location': [8796.419, 5029.456]}, 17: {'kitColor': [217.01459, 223.98831, 209.3635], 'location': [6779.4854, 5255.6387]}, 18: {'kitColor': [216.22423, 216.35025, 196.46973], 'location': [8288.109, 6010.2607]}, 19: {'kitColor': [145.31488, 218.97287, 166.70142], 'location': [8812.106, 6185.457]}}"
479,479,[[9425.69   6074.2563]],"{0: {'kitColor': [206.81975, 208.26712, 198.58028], 'location': [7110.0234, 6256.4897]}, 1: {'kitColor': [225.31618, 229.33456, 215.23714], 'location': [8253.475, 5028.473]}, 2: {'kitColor': [168.46262, 233.93044, 189.48175], 'location': [6602.1006, 3627.99]}, 3: {'kitColor': [148.85864, 228.3458, 173.8119], 'location': [6883.4434, 5346.7285]}, 4: {'kitColor': [228.88234, 234.1647, 219.47765], 'location': [6272.2646, 3892.762]}, 5: {'kitColor': [225.31013, 229.60286, 218.41772], 'location': [5406.0073, 4749.521]}, 6: {'kitColor': [174.38872, 234.52818, 187.10385], 'location': [7895.0767, 2353.234]}, 7: {'kitColor': [150.48953, 236.11693, 178.00523], 'location': [6155.627, 5777.2026]}, 8: {'kitColor': [157.249, 229.12915, 177.18242], 'location': [8107.954, 4727.478]}, 9: {'kitColor': [212.42657, 212.32765, 190.59814], 'location': [8336.376, 6016.3867]}, 10: {'kitColor': [144.93924, 222.12154, 160.30278], 'location': [7918.8467, 6433.6978]}, 11: {'kitColor': [230.72992, 234.24817, 223.82846], 'location': [7034.112, 1420.111]}, 12: {'kitColor': [215.2216, 223.439, 208.51472], 'location': [6793.8164, 5267.923]}, 13: {'kitColor': [231.43193, 234.76996, 226.97183], 'location': [5445.327, 2893.1306]}, 14: {'kitColor': [217.95001, 218.64738, 205.79474], 'location': [7324.9043, 5075.9346]}, 15: {'kitColor': [204.95255, 213.65741, 205.90393], 'location': [5783.921, 5766.3843]}, 16: {'kitColor': [161.58206, 233.6126, 178.36069], 'location': [7566.0757, 4441.7734]}, 17: {'kitColor': [160.56006, 240.13168, 182.39941], 'location': [8823.939, 5018.5015]}, 18: {'kitColor': [148.21072, 232.46011, 186.81921], 'location': [5555.336, 4942.9243]}, 19: {'kitColor': [142.9907, 218.43553, 164.04413], 'location': [8847.873, 6203.7607]}}"
480,480,[[9449.64   6101.5474]],"{0: {'kitColor': [169.7193, 232.69475, 190.06491], 'location': [6612.5835, 3630.3071]}, 1: {'kitColor': [209.33452, 217.26714, 210.31679], 'location': [5798.091, 5778.1436]}, 2: {'kitColor': [215.29623, 216.03178, 194.83237], 'location': [8358.22, 6018.8276]}, 3: {'kitColor': [158.29515, 228.87466, 178.07681], 'location': [8124.312, 4727.9263]}, 4: {'kitColor': [222.9663, 227.07117, 213.09177], 'location': [8276.336, 5000.3657]}, 5: {'kitColor': [162.97607, 233.36752, 178.97095], 'location': [7580.866, 4431.4966]}, 6: {'kitColor': [203.79115, 205.3928, 195.82297], 'location': [7130.293, 6282.9033]}, 7: {'kitColor': [223.31805, 226.27219, 215.88686], 'location': [5421.888, 4758.856]}, 8: {'kitColor': [228.77138, 233.85043, 224.42737], 'location': [5457.1973, 2927.396]}, 9: {'kitColor': [212.6318, 215.57727, 200.47954], 'location': [7341.322, 5076.6484]}, 10: {'kitColor': [148.40373, 227.10968, 174.05602], 'location': [6901.7573, 5355.8516]}, 11: {'kitColor': [175.79205, 234.9786, 188.3578], 'location': [7896.467, 2355.7917]}, 12: {'kitColor': [229.8933, 233.42183, 219.2382], 'location': [6295.924, 3897.4778]}, 13: {'kitColor': [226.3746, 231.10477, 219.80952], 'location': [7038.834, 1429.9519]}, 14: {'kitColor': [213.11581, 222.89548, 208.10028], 'location': [6804.9697, 5267.2666]}, 15: {'kitColor': [151.82486, 235.912, 178.72908], 'location': [6163.6816, 5781.6567]}, 16: {'kitColor': [165.88904, 240.49661, 185.92421], 'location': [8849.946, 4999.7046]}, 17: {'kitColor': [144.77332, 230.97668, 185.96373], 'location': [5565.936, 4950.247]}, 18: {'kitColor': [141.24673, 221.69989, 159.5445], 'location': [7950.22, 6432.8716]}, 19: {'kitColor': [139.33585, 216.70691, 159.46164], 'location': [8886.587, 6218.2]}}"
481,481,[],"{0: {'kitColor': [171.69362, 235.7425, 192.93234], 'location': [6620.0767, 3630.58]}, 1: {'kitColor': [198.31905, 203.42688, 190.61151], 'location': [7157.0044, 6300.618]}, 2: {'kitColor': [227.84937, 234.46861, 224.5], 'location': [5462.242, 2940.0261]}, 3: {'kitColor': [209.23434, 216.84868, 209.70306], 'location': [5805.41, 5792.806]}, 4: {'kitColor': [208.07681, 212.15775, 190.59946], 'location': [8389.568, 6023.8833]}, 5: {'kitColor': [212.72748, 215.95825, 199.72528], 'location': [7355.6816, 5087.4087]}, 6: {'kitColor': [149.05917, 227.8923, 175.62958], 'location': [6916.3047, 5365.974]}, 7: {'kitColor': [156.55571, 226.79597, 177.15974], 'location': [8147.2837, 4720.978]}, 8: {'kitColor': [215.20766, 223.94109, 209.28278], 'location': [6820.487, 5269.608]}, 9: {'kitColor': [222.54518, 226.61649, 216.88115], 'location': [5435.3237, 4769.784]}, 10: {'kitColor': [162.26299, 233.21591, 180.4789], 'location': [7595.36, 4433.371]}, 11: {'kitColor': [151.95049, 237.32841, 179.03041], 'location': [6171.2744, 5789.768]}, 12: {'kitColor': [176.6814, 236.10095, 189.90536], 'location': [7910.095, 2360.3203]}, 13: {'kitColor': [229.61517, 234.96748, 221.66125], 'location': [6317.754, 3900.783]}, 14: {'kitColor': [221.17514, 224.55179, 210.53484], 'location': [8296.176, 5003.1494]}, 15: {'kitColor': [147.4243, 229.36696, 182.72935], 'location': [5572.023, 4967.214]}, 16: {'kitColor': [165.02997, 239.9237, 186.03133], 'location': [8870.47, 4992.1997]}, 17: {'kitColor': [220.19492, 227.50282, 214.3079], 'location': [7046.835, 1453.6511]}, 18: {'kitColor': [144.2196, 224.69936, 161.783], 'location': [7982.586, 6438.716]}, 19: {'kitColor': [143.42958, 223.07112, 163.9815], 'location': [8939.18, 6228.028]}}"
482,482,[],"{0: {'kitColor': [227.62834, 229.39, 221.24], 'location': [5452.2583, 4768.884]}, 1: {'kitColor': [168.69905, 234.58286, 190.47429], 'location': [6636.616, 3632.1567]}, 2: {'kitColor': [223.82863, 232.46976, 222.70967], 'location': [5480.61, 2948.2432]}, 3: {'kitColor': [217.40218, 225.22827, 210.17857], 'location': [6828.123, 5290.7104]}, 4: {'kitColor': [156.44154, 225.61348, 176.77992], 'location': [8154.3823, 4720.217]}, 5: {'kitColor': [212.47302, 213.77983, 192.55824], 'location': [8401.422, 6061.5293]}, 6: {'kitColor': [221.98251, 229.83383, 216.26823], 'location': [7056.5977, 1482.5264]}, 7: {'kitColor': [161.73334, 236.87347, 183.5864], 'location': [8885.759, 4987.1045]}, 8: {'kitColor': [212.99127, 216.79039, 201.94978], 'location': [7366.258, 5086.26]}, 9: {'kitColor': [149.29228, 228.69403, 174.9316], 'location': [6925.425, 5379.712]}, 10: {'kitColor': [151.20921, 237.19148, 179.80585], 'location': [6175.4604, 5809.579]}, 11: {'kitColor': [230.78802, 235.1682, 220.93549], 'location': [6325.316, 3911.604]}, 12: {'kitColor': [163.1308, 232.90398, 180.76822], 'location': [7605.7686, 4429.6113]}, 13: {'kitColor': [223.36832, 225.99605, 212.38812], 'location': [8304.577, 5024.968]}, 14: {'kitColor': [148.80963, 228.23085, 183.16959], 'location': [5577.8643, 4972.4927]}, 15: {'kitColor': [145.66283, 225.81609, 161.83525], 'location': [7993.5547, 6451.482]}, 16: {'kitColor': [210.6402, 216.07832, 210.56755], 'location': [5816.9614, 5799.042]}, 17: {'kitColor': [172.76634, 231.84735, 185.1028], 'location': [7917.1963, 2356.8826]}, 18: {'kitColor': [205.85965, 207.01404, 196.35439], 'location': [7183.3105, 6312.461]}, 19: {'kitColor': [144.39285, 224.67989, 164.73941], 'location': [8966.245, 6235.353]}}"
483,483,[],"{0: {'kitColor': [155.5389, 225.70297, 176.9986], 'location': [8170.997, 4708.566]}, 1: {'kitColor': [160.75955, 239.00708, 182.2645], 'location': [8911.022, 4955.691]}, 2: {'kitColor': [163.76254, 232.62039, 180.36789], 'location': [7616.715, 4427.9453]}, 3: {'kitColor': [217.03523, 219.73126, 206.79515], 'location': [7377.8735, 5093.3066]}, 4: {'kitColor': [229.4702, 236.53642, 222.49669], 'location': [6322.957, 3919.511]}, 5: {'kitColor': [230.05748, 231.58128, 223.48933], 'location': [5449.7563, 4781.653]}, 6: {'kitColor': [144.89844, 224.03583, 161.16129], 'location': [7998.77, 6464.909]}, 7: {'kitColor': [207.06908, 213.51302, 207.62173], 'location': [5824.6016, 5796.3887]}, 8: {'kitColor': [149.26453, 227.09233, 182.68051], 'location': [5574.1216, 4975.8745]}, 9: {'kitColor': [216.86284, 224.33493, 208.83891], 'location': [6834.2134, 5295.599]}, 10: {'kitColor': [225.87918, 233.40001, 224.20001], 'location': [5479.9043, 2960.0698]}, 11: {'kitColor': [167.50714, 232.77191, 189.76376], 'location': [6649.3086, 3632.0962]}, 12: {'kitColor': [222.53151, 229.86302, 215.10686], 'location': [7052.366, 1481.2859]}, 13: {'kitColor': [216.49194, 218.41144, 205.0662], 'location': [7208.661, 6312.998]}, 14: {'kitColor': [148.71303, 224.36215, 169.8371], 'location': [8993.699, 6235.1685]}, 15: {'kitColor': [153.00092, 238.11111, 180.60973], 'location': [6174.3804, 5804.3955]}, 16: {'kitColor': [208.09207, 209.67705, 188.41927], 'location': [8428.501, 6076.7095]}, 17: {'kitColor': [228.67316, 230.90662, 215.42996], 'location': [8335.695, 5017.0796]}, 18: {'kitColor': [149.10785, 229.1771, 173.54593], 'location': [6941.344, 5386.749]}, 19: {'kitColor': [171.33221, 233.14949, 183.69435], 'location': [7917.1323, 2355.1797]}}"
484,484,[],"{0: {'kitColor': [216.77551, 219.58276, 206.38548], 'location': [7391.064, 5108.7583]}, 1: {'kitColor': [228.34315, 234.85262, 219.84421], 'location': [6330.148, 3921.902]}, 2: {'kitColor': [225.1051, 227.14014, 218.33138], 'location': [5457.0225, 4789.3345]}, 3: {'kitColor': [164.86874, 233.02936, 181.69948], 'location': [7628.935, 4435.132]}, 4: {'kitColor': [211.09068, 216.6323, 211.29938], 'location': [5841.659, 5804.9033]}, 5: {'kitColor': [143.51472, 223.97057, 160.82568], 'location': [7995.446, 6499.095]}, 6: {'kitColor': [152.45096, 224.15804, 173.79155], 'location': [8174.1797, 4736.5767]}, 7: {'kitColor': [157.8937, 235.85695, 179.63385], 'location': [8916.753, 4964.971]}, 8: {'kitColor': [149.11893, 228.1603, 183.06929], 'location': [5581.359, 4991.358]}, 9: {'kitColor': [223.36841, 230.77284, 216.12187], 'location': [7056.145, 1505.9631]}, 10: {'kitColor': [151.72166, 237.31459, 179.03627], 'location': [6181.044, 5817.9185]}, 11: {'kitColor': [226.42763, 233.26097, 223.9715], 'location': [5486.3716, 2973.7578]}, 12: {'kitColor': [209.7959, 211.28165, 190.13292], 'location': [8458.8955, 6097.5195]}, 13: {'kitColor': [205.68077, 210.65894, 197.16507], 'location': [7223.3716, 6318.47]}, 14: {'kitColor': [152.14513, 222.22635, 171.17975], 'location': [9006.9795, 6260.6704]}, 15: {'kitColor': [231.15918, 232.39447, 216.94983], 'location': [8355.855, 5028.0483]}, 16: {'kitColor': [167.81424, 234.67986, 189.5], 'location': [6665.1465, 3637.4917]}, 17: {'kitColor': [218.22334, 224.695, 208.38167], 'location': [6849.358, 5300.7363]}, 18: {'kitColor': [149.22893, 228.54355, 173.9677], 'location': [6963.3423, 5393.8784]}, 19: {'kitColor': [172.34448, 235.17056, 187.4515], 'location': [7925.362, 2362.7986]}}"
