,Frame,Ball Location,PlayerDicts
10,10,[[7304.119  6943.0625]],"{0: {'kitColor': array([101.  , 132.  , 124.25]), 'location': array([8443.979 , 4469.4136], dtype=float32)}, 1: {'kitColor': array([108.5, 151.5, 138.5]), 'location': array([8485.596, 3863.01 ], dtype=float32)}, 2: {'kitColor': array([116.4379085 , 167.24183007, 157.56862745]), 'location': array([5746.725 , 4384.2554], dtype=float32)}, 3: {'kitColor': array([125.875, 171.875, 162.875]), 'location': array([7397.6484, 3072.5813], dtype=float32)}, 4: {'kitColor': array([168.95104261, 175.44968268, 175.6681777 ]), 'location': array([5798.983 , 6233.1445], dtype=float32)}, 5: {'kitColor': array([138.46341463, 178.07317073, 170.85365854]), 'location': array([7488.3022, 4354.537 ], dtype=float32)}, 6: {'kitColor': array([204.87179487, 209.1474359 , 202.7457265 ]), 'location': array([5792.4155, 1863.6234], dtype=float32)}, 7: {'kitColor': array([202.69073406, 206.54993983, 202.82310469]), 'location': array([5485.765, 4554.09 ], dtype=float32)}, 8: {'kitColor': array([191.9045584 , 193.64102564, 175.90598291]), 'location': array([8224.625 , 4253.2627], dtype=float32)}, 9: {'kitColor': array([104.47857143, 146.79285714, 142.36428571]), 'location': array([8454.176 , 6190.7075], dtype=float32)}, 10: {'kitColor': array([ 78.12857143, 109.81428571, 108.98571429]), 'location': array([6150.19 , 6039.085], dtype=float32)}, 11: {'kitColor': array([202.68974042, 204.71817058, 195.69962917]), 'location': array([6382.8193, 5430.741 ], dtype=float32)}, 12: {'kitColor': array([0., 0., 0.]), 'location': array([8297.128 , 2227.0212], dtype=float32)}, 13: {'kitColor': array([ 74.6, 110.9, 104.6]), 'location': array([6961.332 , 5911.6475], dtype=float32)}, 14: {'kitColor': array([202.05238095, 204.09365079, 194.67142857]), 'location': array([6918.3633, 3831.8203], dtype=float32)}, 15: {'kitColor': array([189.27142857, 191.68928571, 182.54642857]), 'location': array([8375.332 , 3108.3113], dtype=float32)}, 16: {'kitColor': array([179.42027027, 179.56756757, 169.08648649]), 'location': array([7469.746, 7073.496], dtype=float32)}, 17: {'kitColor': array([158.83157895, 156.42947368, 154.32210526]), 'location': array([8120.882  ,  393.58246], dtype=float32)}, 18: {'kitColor': array([167.83060109, 177.7704918 , 159.07923497]), 'location': array([7373.8784, 6497.791 ], dtype=float32)}}"
11,11,[[7307.392 6967.005]],"{0: {'kitColor': array([ 93.25      , 127.58333333, 117.25      ]), 'location': array([8452.641 , 4466.9644], dtype=float32)}, 1: {'kitColor': array([116.65454545, 168.54545455, 157.21818182]), 'location': array([5750.427 , 4377.2065], dtype=float32)}, 2: {'kitColor': array([110., 156., 142.]), 'location': array([8490.464 , 3860.3315], dtype=float32)}, 3: {'kitColor': array([193.58345643, 194.76661743, 177.63367799]), 'location': array([8228.317, 4250.427], dtype=float32)}, 4: {'kitColor': array([109., 156., 142.]), 'location': array([7398.28  , 3087.6438], dtype=float32)}, 5: {'kitColor': array([168.27289547, 174.20259019, 174.95652174]), 'location': array([5798.672, 6234.04 ], dtype=float32)}, 6: {'kitColor': array([204.37991266, 208.39082969, 202.35152838]), 'location': array([5795.311 , 1873.8236], dtype=float32)}, 7: {'kitColor': array([109.18103448, 150.80172414, 146.25      ]), 'location': array([8464.053, 6189.519], dtype=float32)}, 8: {'kitColor': array([203.90504808, 207.35336538, 204.19591346]), 'location': array([5487.311, 4555.949], dtype=float32)}, 9: {'kitColor': array([139.        , 178.18181818, 171.09090909]), 'location': array([7486.7812, 4373.112 ], dtype=float32)}, 10: {'kitColor': array([ 76.2890625, 102.0390625, 103.4140625]), 'location': array([6150.724 , 6045.1104], dtype=float32)}, 11: {'kitColor': array([0., 0., 0.]), 'location': array([8299.181 , 2228.8357], dtype=float32)}, 12: {'kitColor': array([199.72555205, 201.93217666, 192.77917981]), 'location': array([6917.675 , 3843.1235], dtype=float32)}, 13: {'kitColor': array([200.44952894, 202.47913863, 193.1359354 ]), 'location': array([6396.0024, 5426.2876], dtype=float32)}, 14: {'kitColor': array([124.33333333, 161.75      , 144.33333333]), 'location': array([6983.4346, 5935.1523], dtype=float32)}, 15: {'kitColor': array([188.01886792, 190.96603774, 180.65660377]), 'location': array([8386.158 , 3123.5884], dtype=float32)}, 16: {'kitColor': array([172.70818505, 175.15776987, 162.42704626]), 'location': array([7449.6396, 7072.742 ], dtype=float32)}, 17: {'kitColor': array([156.82591093, 154.74089069, 155.38259109]), 'location': array([8118.2144 ,  404.96164], dtype=float32)}, 18: {'kitColor': array([167.69572108, 174.95087163, 159.27099842]), 'location': array([7402.4834, 6504.023 ], dtype=float32)}}"
12,12,[],"{0: {'kitColor': array([111.25, 154.25, 141.25]), 'location': array([8497.342, 3861.873], dtype=float32)}, 1: {'kitColor': array([108.86781609, 160.64942529, 151.66091954]), 'location': array([5754.785, 4396.514], dtype=float32)}, 2: {'kitColor': array([106.92857143, 150.5       , 147.35714286]), 'location': array([7401.5347, 3088.3848], dtype=float32)}, 3: {'kitColor': array([204.04342581, 206.97466828, 203.75512666]), 'location': array([5488.787, 4556.276], dtype=float32)}, 4: {'kitColor': array([ 92.25, 122.25, 113.25]), 'location': array([8454.481 , 4489.3755], dtype=float32)}, 5: {'kitColor': array([137.52272727, 176.88636364, 170.25      ]), 'location': array([7490.105, 4384.4  ], dtype=float32)}, 6: {'kitColor': array([194.6907994 , 195.90196078, 178.80542986]), 'location': array([8234.668, 4251.898], dtype=float32)}, 7: {'kitColor': array([205.2127193 , 209.30921053, 202.87280702]), 'location': array([5794.6484, 1890.452 ], dtype=float32)}, 8: {'kitColor': array([ 80.11184211, 111.48026316, 110.79605263]), 'location': array([6152.1997, 6062.328 ], dtype=float32)}, 9: {'kitColor': array([100.33333333, 144.23333333, 139.1       ]), 'location': array([8456.899, 6221.629], dtype=float32)}, 10: {'kitColor': array([0., 0., 0.]), 'location': array([8303.438 , 2229.6846], dtype=float32)}, 11: {'kitColor': array([163.53629764, 170.97459165, 171.78039927]), 'location': array([5795.3086, 6233.027 ], dtype=float32)}, 12: {'kitColor': array([197.6400626 , 200.10798122, 190.53677621]), 'location': array([6918.93  , 3843.4666], dtype=float32)}, 13: {'kitColor': array([183.17509728, 185.23346304, 174.61478599]), 'location': array([8397.671, 3111.041], dtype=float32)}, 14: {'kitColor': array([194.24010554, 197.52506596, 186.98153034]), 'location': array([6406.9062, 5436.0215], dtype=float32)}, 15: {'kitColor': array([157.71052632, 156.3097166 , 157.28947368]), 'location': array([8118.1733 ,  429.34998], dtype=float32)}, 16: {'kitColor': array([0., 0., 0.]), 'location': array([7000.6943, 5952.195 ], dtype=float32)}, 17: {'kitColor': array([162.2282197 , 168.57102273, 154.37026515]), 'location': array([7433.04 , 7068.247], dtype=float32)}, 18: {'kitColor': array([160.82012195, 169.33079268, 151.87347561]), 'location': array([7412.788 , 6512.1255], dtype=float32)}}"
13,13,[],"{0: {'kitColor': array([0., 0., 0.]), 'location': array([8499.928, 3862.564], dtype=float32)}, 1: {'kitColor': array([119.3968254 , 171.9047619 , 161.30952381]), 'location': array([5753.478 , 4414.5996], dtype=float32)}, 2: {'kitColor': array([142.175, 182.175, 174.675]), 'location': array([7490.948, 4395.155], dtype=float32)}, 3: {'kitColor': array([205.46049383, 208.27160494, 205.45185185]), 'location': array([5486.6875, 4547.3984], dtype=float32)}, 4: {'kitColor': array([114.25, 152.65, 146.25]), 'location': array([7404.6094, 3103.3245], dtype=float32)}, 5: {'kitColor': array([206.55458515, 209.16157205, 203.21179039]), 'location': array([5791.873 , 1906.7036], dtype=float32)}, 6: {'kitColor': array([105.96428571, 146.96428571, 141.89285714]), 'location': array([8437.155, 6269.759], dtype=float32)}, 7: {'kitColor': array([ 79.2919708 , 104.49635036, 105.32846715]), 'location': array([6148.4067, 6083.555 ], dtype=float32)}, 8: {'kitColor': array([194.77448071, 196.19436202, 179.79673591]), 'location': array([8231.992, 4262.826], dtype=float32)}, 9: {'kitColor': array([195.97037037, 199.00148148, 188.87555556]), 'location': array([6914.9604, 3854.2976], dtype=float32)}, 10: {'kitColor': array([ 83.45833333, 128.45833333, 120.625     ]), 'location': array([7022.2  , 5957.328], dtype=float32)}, 11: {'kitColor': array([161.12829525, 170.54217926, 170.68804921]), 'location': array([5788.208 , 6235.9956], dtype=float32)}, 12: {'kitColor': array([0., 0., 0.]), 'location': array([8306.925 , 2230.4539], dtype=float32)}, 13: {'kitColor': array([195.01143583, 198.07369759, 188.71664549]), 'location': array([6411.1113, 5458.2407], dtype=float32)}, 14: {'kitColor': array([189.12601626, 189.58943089, 179.82113821]), 'location': array([8410.815 , 3083.8335], dtype=float32)}, 15: {'kitColor': array([170.13461538, 173.85052448, 162.18881119]), 'location': array([7417.04  , 7058.8813], dtype=float32)}, 16: {'kitColor': array([118.57142857, 154.42857143, 145.14285714]), 'location': array([8465.132 , 4491.7896], dtype=float32)}, 17: {'kitColor': array([163.73504274, 161.79487179, 165.62606838]), 'location': array([8122.629 ,  429.8052], dtype=float32)}, 18: {'kitColor': array([170.52346041, 180.85630499, 158.54692082]), 'location': array([7427.315 , 6548.2173], dtype=float32)}}"
14,14,[[7304.715 7016.475]],"{0: {'kitColor': array([196.44615385, 197.63230769, 181.71538462]), 'location': array([8236.973 , 4269.1865], dtype=float32)}, 1: {'kitColor': array([118.96825397, 171.65873016, 160.63492063]), 'location': array([5756.7437, 4418.529 ], dtype=float32)}, 2: {'kitColor': array([206.52548544, 209.50364078, 206.03276699]), 'location': array([5490.6445, 4559.7524], dtype=float32)}, 3: {'kitColor': array([207.13738739, 209.59684685, 203.3536036 ]), 'location': array([5790.9697, 1908.2292], dtype=float32)}, 4: {'kitColor': array([104.875, 149.875, 137.375]), 'location': array([8502.407 , 3868.5703], dtype=float32)}, 5: {'kitColor': array([138.325, 176.725, 169.925]), 'location': array([7491.8354, 4420.793 ], dtype=float32)}, 6: {'kitColor': array([162.36172081, 170.89376646, 170.6356453 ]), 'location': array([5783.7  , 6235.846], dtype=float32)}, 7: {'kitColor': array([115.6, 152.8, 149. ]), 'location': array([7410.4844, 3108.7764], dtype=float32)}, 8: {'kitColor': array([196.55246523, 198.75347661, 190.11125158]), 'location': array([6418.2803, 5476.9263], dtype=float32)}, 9: {'kitColor': array([187.48780488, 187.54703833, 176.81533101]), 'location': array([8404.427 , 3117.5852], dtype=float32)}, 10: {'kitColor': array([196.15068493, 199.89954338, 188.40639269]), 'location': array([6914.7676, 3846.986 ], dtype=float32)}, 11: {'kitColor': array([ 97.0625    , 140.45138889, 134.89583333]), 'location': array([8425.555, 6296.756], dtype=float32)}, 12: {'kitColor': array([ 75.96992481, 106.54887218, 106.56390977]), 'location': array([6147.055, 6095.994], dtype=float32)}, 13: {'kitColor': array([112.375, 148.125, 137.875]), 'location': array([8483.571 , 4501.2656], dtype=float32)}, 14: {'kitColor': array([ 89.65714286, 134.82857143, 123.28571429]), 'location': array([7035.308, 5963.322], dtype=float32)}, 15: {'kitColor': array([164.98582996, 164.43522267, 165.95748988]), 'location': array([8123.55   ,  454.17416], dtype=float32)}, 16: {'kitColor': array([0., 0., 0.]), 'location': array([8315.687, 2236.01 ], dtype=float32)}, 17: {'kitColor': array([172.47731239, 176.68237347, 166.23734729]), 'location': array([7400.1943, 7046.3267], dtype=float32)}, 18: {'kitColor': array([168.37305699, 179.78756477, 158.61528497]), 'location': array([7419.421 , 6569.8325], dtype=float32)}}"
15,15,[[7297.622 7037.173]],"{0: {'kitColor': array([ 98.90555556, 139.26111111, 136.83888889]), 'location': array([8413.576, 6322.014], dtype=float32)}, 1: {'kitColor': array([111.6, 151. , 147.4]), 'location': array([7415.202 , 3113.8013], dtype=float32)}, 2: {'kitColor': array([112.63809524, 163.84761905, 153.80952381]), 'location': array([5757.983, 4436.736], dtype=float32)}, 3: {'kitColor': array([164.81007067, 172.60159011, 172.63515901]), 'location': array([5776.6504, 6232.5005], dtype=float32)}, 4: {'kitColor': array([201.43867925, 201.54402516, 186.28301887]), 'location': array([8237.824, 4275.856], dtype=float32)}, 5: {'kitColor': array([204.40860215, 207.89247312, 200.98494624]), 'location': array([5792.715 , 1926.6533], dtype=float32)}, 6: {'kitColor': array([204.8031401 , 207.147343  , 203.61714976]), 'location': array([5493.614 , 4559.3096], dtype=float32)}, 7: {'kitColor': array([197.11565421, 199.76401869, 190.07827103]), 'location': array([6425.755, 5494.225], dtype=float32)}, 8: {'kitColor': array([ 85.54545455, 126.36363636, 119.27272727]), 'location': array([7036.4473, 5973.5635], dtype=float32)}, 9: {'kitColor': array([190.41549296, 189.69366197, 178.90140845]), 'location': array([8404.482 , 3138.2969], dtype=float32)}, 10: {'kitColor': array([0., 0., 0.]), 'location': array([8314.371, 2240.541], dtype=float32)}, 11: {'kitColor': array([ 89.875, 131.375, 126.875]), 'location': array([8502.377 , 3875.2517], dtype=float32)}, 12: {'kitColor': array([193.98379971, 198.31516937, 186.18409426]), 'location': array([6908.8374, 3871.8296], dtype=float32)}, 13: {'kitColor': array([144.75      , 181.93181818, 176.02272727]), 'location': array([7495.5703, 4426.377 ], dtype=float32)}, 14: {'kitColor': array([ 87.64705882, 107.69607843, 110.2745098 ]), 'location': array([6145.2617, 6095.648 ], dtype=float32)}, 15: {'kitColor': array([124.59375, 162.46875, 154.96875]), 'location': array([8486.876, 4509.269], dtype=float32)}, 16: {'kitColor': array([163.00961538, 162.54807692, 164.44230769]), 'location': array([8126.93  ,  433.1911], dtype=float32)}, 17: {'kitColor': array([170.61904762, 175.60467206, 165.8787062 ]), 'location': array([7375.324 , 7044.7397], dtype=float32)}}"
16,16,[[7277.1567 7033.237 ]],"{0: {'kitColor': array([198.71208791, 201.6       , 191.68571429]), 'location': array([6432.4487, 5509.808 ], dtype=float32)}, 1: {'kitColor': array([138.78846154, 170.94230769, 169.17307692]), 'location': array([7506.578 , 4427.0894], dtype=float32)}, 2: {'kitColor': array([191.16713881, 195.27903683, 183.04249292]), 'location': array([6908.6416, 3894.1387], dtype=float32)}, 3: {'kitColor': array([201.98504274, 205.63247863, 198.83119658]), 'location': array([5791.633 , 1927.6945], dtype=float32)}, 4: {'kitColor': array([183.37942122, 184.52411576, 171.56913183]), 'location': array([8411.589 , 3154.2717], dtype=float32)}, 5: {'kitColor': array([115.8, 154.4, 152.4]), 'location': array([7423.7153, 3115.4944], dtype=float32)}, 6: {'kitColor': array([0., 0., 0.]), 'location': array([8322.39  , 2243.7612], dtype=float32)}, 7: {'kitColor': array([120.8125, 156.5625, 146.4375]), 'location': array([8501.642, 4498.428], dtype=float32)}, 8: {'kitColor': array([106.04166667, 151.125     , 139.5       ]), 'location': array([7044.736 , 5986.5156], dtype=float32)}, 9: {'kitColor': array([ 90.66666667, 133.66666667, 128.        ]), 'location': array([8514.616, 3863.172], dtype=float32)}, 10: {'kitColor': array([164.97132928, 172.65682016, 171.77324066]), 'location': array([5770.1304, 6233.298 ], dtype=float32)}, 11: {'kitColor': array([205.85578069, 207.60190703, 204.1215733 ]), 'location': array([5493.883 , 4569.9136], dtype=float32)}, 12: {'kitColor': array([115.62698413, 168.52380952, 158.46825397]), 'location': array([5756.765, 4437.819], dtype=float32)}, 13: {'kitColor': array([201.59711075, 202.78972713, 187.58105939]), 'location': array([8251.558 , 4276.3853], dtype=float32)}, 14: {'kitColor': array([ 82.39823009, 110.18584071, 111.38053097]), 'location': array([6147.6836, 6097.335 ], dtype=float32)}, 15: {'kitColor': array([101.35106383, 142.35106383, 138.81914894]), 'location': array([8409.867, 6347.43 ], dtype=float32)}, 16: {'kitColor': array([166.90957923, 174.22023277, 162.55595345]), 'location': array([7361.0103, 7042.1826], dtype=float32)}, 17: {'kitColor': array([159.24175824, 159.37545788, 161.12087912]), 'location': array([8130.0093 ,  464.14648], dtype=float32)}, 18: {'kitColor': array([132.81784387, 149.48327138, 118.09665428]), 'location': array([7441.754, 6614.905], dtype=float32)}}"
17,17,[[7256.024 7007.611]],"{0: {'kitColor': array([189.74257426, 191.20132013, 178.04950495]), 'location': array([8421.799 , 3150.7234], dtype=float32)}, 1: {'kitColor': array([135.44230769, 169.51923077, 166.21153846]), 'location': array([7509.639 , 4424.1265], dtype=float32)}, 2: {'kitColor': array([0., 0., 0.]), 'location': array([8323.765 , 2254.4883], dtype=float32)}, 3: {'kitColor': array([ 81.61538462, 109.61538462, 109.48717949]), 'location': array([6151.4155, 6094.976 ], dtype=float32)}, 4: {'kitColor': array([200.53361345, 204.87605042, 197.93277311]), 'location': array([5797.4043, 1938.0098], dtype=float32)}, 5: {'kitColor': array([193.35302594, 197.60951009, 185.26945245]), 'location': array([6911.423 , 3889.3938], dtype=float32)}, 6: {'kitColor': array([165.05622837, 172.43252595, 170.93252595]), 'location': array([5768.412, 6228.579], dtype=float32)}, 7: {'kitColor': array([206.45838359, 208.41133896, 204.8371532 ]), 'location': array([5500.3496, 4572.9453], dtype=float32)}, 8: {'kitColor': array([204.7637931 , 205.79655172, 190.38448276]), 'location': array([8260.299 , 4275.2046], dtype=float32)}, 9: {'kitColor': array([117.90625, 156.03125, 148.65625]), 'location': array([8510.334, 4498.114], dtype=float32)}, 10: {'kitColor': array([ 92.33333333, 137.66666667, 126.        ]), 'location': array([8515.372 , 3872.1982], dtype=float32)}, 11: {'kitColor': array([171.68159688, 175.67478092, 165.04868549]), 'location': array([7340.6895, 7052.906 ], dtype=float32)}, 12: {'kitColor': array([109.0990099 , 161.02970297, 151.72277228]), 'location': array([5764.423, 4433.038], dtype=float32)}, 13: {'kitColor': array([117.25      , 156.41666667, 152.41666667]), 'location': array([7429.3164, 3110.6033], dtype=float32)}, 14: {'kitColor': array([ 99.37777778, 144.11111111, 131.86666667]), 'location': array([7055.093 , 6019.6343], dtype=float32)}, 15: {'kitColor': array([ 96.65865385, 140.27403846, 134.13942308]), 'location': array([8400.127 , 6380.4185], dtype=float32)}, 16: {'kitColor': array([100.64606742, 112.71910112,  95.43258427]), 'location': array([7448.144, 6618.307], dtype=float32)}, 17: {'kitColor': array([204.88190683, 205.93174431, 196.94257855]), 'location': array([6439.726, 5514.953], dtype=float32)}, 18: {'kitColor': array([158.04578755, 158.05677656, 159.99267399]), 'location': array([8135.0938,  455.6214], dtype=float32)}}"
18,18,[[7230.1978 6989.4307]],"{0: {'kitColor': array([ 84.2578125, 109.71875  , 111.5      ]), 'location': array([6155.771 , 6096.1562], dtype=float32)}, 1: {'kitColor': array([143.51111111, 179.35555556, 173.55555556]), 'location': array([7507.735 , 4435.9233], dtype=float32)}, 2: {'kitColor': array([168.18711386, 175.07943513, 174.38570168]), 'location': array([5766.5977, 6233.1885], dtype=float32)}, 3: {'kitColor': array([0., 0., 0.]), 'location': array([8328.766 , 2258.8938], dtype=float32)}, 4: {'kitColor': array([117.475, 155.875, 149.675]), 'location': array([8512.321 , 4510.8237], dtype=float32)}, 5: {'kitColor': array([199.73180873, 204.72141372, 197.87941788]), 'location': array([5794.762 , 1942.1473], dtype=float32)}, 6: {'kitColor': array([205.03409091, 205.55785124, 196.19421488]), 'location': array([6451.5273, 5518.7256], dtype=float32)}, 7: {'kitColor': array([ 97.5106383 , 141.08510638, 134.12765957]), 'location': array([8399.666 , 6378.7217], dtype=float32)}, 8: {'kitColor': array([179.81325301, 182.84939759, 170.63554217]), 'location': array([8424.924 , 3154.1458], dtype=float32)}, 9: {'kitColor': array([192.69565217, 197.57363254, 185.11360449]), 'location': array([6911.515, 3903.509], dtype=float32)}, 10: {'kitColor': array([115.65432099, 166.43209877, 156.28395062]), 'location': array([5768.567, 4436.68 ], dtype=float32)}, 11: {'kitColor': array([205.66470588, 207.52470588, 204.21882353]), 'location': array([5501.41 , 4584.321], dtype=float32)}, 12: {'kitColor': array([206.82624113, 207.65957447, 192.30673759]), 'location': array([8261.883 , 4277.2573], dtype=float32)}, 13: {'kitColor': array([107.75, 151.25, 140.25]), 'location': array([8521.461 , 3875.5422], dtype=float32)}, 14: {'kitColor': array([139.94594595, 181.45945946, 162.67567568]), 'location': array([7070.159 , 6035.6763], dtype=float32)}, 15: {'kitColor': array([127.8, 168.2, 158. ]), 'location': array([7433.894 , 3114.7659], dtype=float32)}, 16: {'kitColor': array([101.48214286, 120.22619048, 104.73214286]), 'location': array([7449.379, 6617.062], dtype=float32)}, 17: {'kitColor': array([182.75740944, 184.23051592, 174.37870472]), 'location': array([7324.182, 7050.533], dtype=float32)}, 18: {'kitColor': array([155.43881119, 155.22902098, 157.38636364]), 'location': array([8134.208  ,  459.56647], dtype=float32)}}"
19,19,[[7205.9053 6975.21  ]],"{0: {'kitColor': array([ 83.30496454, 108.02836879, 109.58865248]), 'location': array([6160.5312, 6096.7017], dtype=float32)}, 1: {'kitColor': array([139.71111111, 174.86666667, 170.77777778]), 'location': array([7515.213 , 4444.9375], dtype=float32)}, 2: {'kitColor': array([201.75048733, 202.9619883 , 191.91033138]), 'location': array([6466.386, 5527.604], dtype=float32)}, 3: {'kitColor': array([201.63080169, 206.14556962, 199.39873418]), 'location': array([5794.5986, 1941.8491], dtype=float32)}, 4: {'kitColor': array([0., 0., 0.]), 'location': array([8341.052, 2261.928], dtype=float32)}, 5: {'kitColor': array([117.33333333, 157.16666667, 150.75      ]), 'location': array([8524.849 , 4520.5464], dtype=float32)}, 6: {'kitColor': array([206.44014085, 208.12089202, 204.85211268]), 'location': array([5503.333 , 4592.9556], dtype=float32)}, 7: {'kitColor': array([194.27668539, 199.43398876, 186.82865169]), 'location': array([6915.9424, 3913.7866], dtype=float32)}, 8: {'kitColor': array([102.  , 147.75, 135.  ]), 'location': array([8527.972 , 3886.8152], dtype=float32)}, 9: {'kitColor': array([ 93.11594203, 137.4057971 , 131.20289855]), 'location': array([8403.96  , 6373.6963], dtype=float32)}, 10: {'kitColor': array([120.54545455, 171.45454545, 161.77922078]), 'location': array([5773.557 , 4437.0376], dtype=float32)}, 11: {'kitColor': array([183.43973941, 184.77850163, 175.31921824]), 'location': array([8441.404 , 3141.2803], dtype=float32)}, 12: {'kitColor': array([167.7480315 , 174.89938758, 173.88713911]), 'location': array([5765.439 , 6243.5576], dtype=float32)}, 13: {'kitColor': array([207.68953069, 208.35740072, 192.49277978]), 'location': array([8271.009, 4275.856], dtype=float32)}, 14: {'kitColor': array([116.9375, 157.4375, 150.6875]), 'location': array([7445.866 , 3129.9426], dtype=float32)}, 15: {'kitColor': array([154.06856187, 154.7458194 , 152.30267559]), 'location': array([8142.574  ,  466.43558], dtype=float32)}, 16: {'kitColor': array([129.94666667, 158.66666667, 148.70666667]), 'location': array([7084.1084, 6054.843 ], dtype=float32)}, 17: {'kitColor': array([175.55183946, 181.81716834, 167.42140468]), 'location': array([7302.522, 7041.243], dtype=float32)}, 18: {'kitColor': array([167.49455865, 168.99032648, 153.16203144]), 'location': array([7530.5703, 6412.8516], dtype=float32)}, 19: {'kitColor': array([124.71785714, 140.10714286, 120.81785714]), 'location': array([7437.3774, 6662.6436], dtype=float32)}}"
