,Frame,Ball Location,PlayerDicts
315,315,[],"{0: {'kitColor': array([177.22285714, 169.66857143, 150.27714286]), 'location': array([6724.594 , 4636.5835], dtype=float32)}, 1: {'kitColor': array([ 83.16666667, 131.38888889, 118.94444444]), 'location': array([3698.3127, 4499.009 ], dtype=float32)}, 2: {'kitColor': array([ 1.4, 27.8,  9.4]), 'location': array([4280.296 , 5365.1826], dtype=float32)}, 3: {'kitColor': array([0., 0., 0.]), 'location': array([5569.065 , 4920.2095], dtype=float32)}, 4: {'kitColor': array([0., 0., 0.]), 'location': array([6251.677, 6112.907], dtype=float32)}, 5: {'kitColor': array([175.90483871, 165.5       , 157.76451613]), 'location': array([4997.2393, 6813.8296], dtype=float32)}, 6: {'kitColor': array([173.62378168, 168.19298246, 161.58674464]), 'location': array([4007.5098, 6369.4673], dtype=float32)}, 7: {'kitColor': array([0., 0., 0.]), 'location': array([5293.4424, 3488.5647], dtype=float32)}, 8: {'kitColor': array([188.49090909, 191.41038961, 184.16623377]), 'location': array([3879.4463, 4194.875 ], dtype=float32)}, 9: {'kitColor': array([ 95.125, 141.125, 129.125]), 'location': array([6831.633 , 4851.3057], dtype=float32)}, 10: {'kitColor': array([0., 0., 0.]), 'location': array([6735.92  , 4014.8157], dtype=float32)}, 11: {'kitColor': array([186.31782946, 175.21963824, 155.15245478]), 'location': array([6691.61  , 3544.6714], dtype=float32)}, 12: {'kitColor': array([195.74882629, 187.71126761, 175.54460094]), 'location': array([4867.6396, 4600.9043], dtype=float32)}, 13: {'kitColor': array([193.70588235, 193.34256055, 177.19031142]), 'location': array([4735.1836, 3095.3801], dtype=float32)}, 14: {'kitColor': array([190.79787234, 192.60106383, 185.92021277]), 'location': array([3824.9355, 1393.0975], dtype=float32)}, 15: {'kitColor': array([0., 0., 0.]), 'location': array([6597.345 , 1681.9213], dtype=float32)}, 16: {'kitColor': array([0., 0., 0.]), 'location': array([6816.5205, 3385.4636], dtype=float32)}, 17: {'kitColor': array([175.57632399, 170.71339564, 158.38006231]), 'location': array([6046.1914, 4530.5513], dtype=float32)}, 18: {'kitColor': array([0., 0., 0.]), 'location': array([4881.9634, 2348.61  ], dtype=float32)}, 19: {'kitColor': array([ 94.99408284, 115.81065089, 111.97633136]), 'location': array([2818.7642, 4559.2236], dtype=float32)}, 20: {'kitColor': array([187.12222222, 176.85185185, 194.88888889]), 'location': array([6471.076  ,  421.49332], dtype=float32)}}"
316,316,[[3708.0334 3169.9097]],"{0: {'kitColor': array([176.88951841, 169.11048159, 149.82719547]), 'location': array([6733.973 , 4625.9893], dtype=float32)}, 1: {'kitColor': array([173.621875 , 164.3234375, 155.6703125]), 'location': array([5007.627 , 6812.4966], dtype=float32)}, 2: {'kitColor': array([ 0., 29.,  9.]), 'location': array([4288.8506, 5357.7754], dtype=float32)}, 3: {'kitColor': array([ 5.        , 36.66666667, 11.66666667]), 'location': array([6257.499, 6111.075], dtype=float32)}, 4: {'kitColor': array([0., 0., 0.]), 'location': array([5578.931 , 4910.7515], dtype=float32)}, 5: {'kitColor': array([190.06199461, 192.56334232, 185.41509434]), 'location': array([3894.1726, 4210.8022], dtype=float32)}, 6: {'kitColor': array([ 87.08333333, 133.08333333, 120.41666667]), 'location': array([6841.659, 4870.775], dtype=float32)}, 7: {'kitColor': array([ 86.90625, 134.15625, 123.78125]), 'location': array([3718.5771, 4539.718 ], dtype=float32)}, 8: {'kitColor': array([0., 0., 0.]), 'location': array([5304.787, 3505.511], dtype=float32)}, 9: {'kitColor': array([190.35451505, 190.86622074, 174.06020067]), 'location': array([4745.9097, 3113.7666], dtype=float32)}, 10: {'kitColor': array([196.5861244 , 188.81818182, 176.46650718]), 'location': array([4880.5566, 4614.561 ], dtype=float32)}, 11: {'kitColor': array([176.70190275, 171.72938689, 164.82452431]), 'location': array([4023.0408, 6377.968 ], dtype=float32)}, 12: {'kitColor': array([0., 0., 0.]), 'location': array([6746.634 , 4015.6335], dtype=float32)}, 13: {'kitColor': array([187.33602151, 175.67741935, 155.7311828 ]), 'location': array([6703.195 , 3531.3267], dtype=float32)}, 14: {'kitColor': array([189.12121212, 190.68686869, 183.57070707]), 'location': array([3841.9067, 1388.1573], dtype=float32)}, 15: {'kitColor': array([0., 0., 0.]), 'location': array([6826.5293, 3401.653 ], dtype=float32)}, 16: {'kitColor': array([175.28052805, 170.00330033, 158.02970297]), 'location': array([6048.6455, 4520.9297], dtype=float32)}, 17: {'kitColor': array([0., 0., 0.]), 'location': array([6606.6245, 1682.0475], dtype=float32)}, 18: {'kitColor': array([0., 0., 0.]), 'location': array([4893.038 , 2348.2188], dtype=float32)}, 19: {'kitColor': array([ 90.18857143, 110.70285714, 107.56571429]), 'location': array([2818.7056, 4563.7554], dtype=float32)}, 20: {'kitColor': array([184.93333333, 174.57037037, 196.01111111]), 'location': array([6482.0527 ,  418.27753], dtype=float32)}}"
317,317,[],"{0: {'kitColor': array([ 6.        , 38.33333333, 13.33333333]), 'location': array([6271.3867, 6114.2275], dtype=float32)}, 1: {'kitColor': array([0., 0., 0.]), 'location': array([5598.6504, 4939.374 ], dtype=float32)}, 2: {'kitColor': array([174.09411765, 166.67352941, 147.55588235]), 'location': array([6736.348 , 4643.9946], dtype=float32)}, 3: {'kitColor': array([ 3.        , 35.33333333, 14.33333333]), 'location': array([4334.4473, 5373.8916], dtype=float32)}, 4: {'kitColor': array([177.28278041, 168.55924171, 158.94312796]), 'location': array([5052.3955, 6799.857 ], dtype=float32)}, 5: {'kitColor': array([195.4988345 , 189.34965035, 176.7016317 ]), 'location': array([4916.537, 4646.539], dtype=float32)}, 6: {'kitColor': array([174.36111111, 169.55982906, 163.85470085]), 'location': array([4088.5906, 6387.5254], dtype=float32)}, 7: {'kitColor': array([187.26861702, 190.43882979, 183.28723404]), 'location': array([3935.1152, 4248.3086], dtype=float32)}, 8: {'kitColor': array([102.0625, 148.8125, 135.3125]), 'location': array([6842.4614, 4887.0337], dtype=float32)}, 9: {'kitColor': array([0., 0., 0.]), 'location': array([6821.908 , 3495.8413], dtype=float32)}, 10: {'kitColor': array([0., 0., 0.]), 'location': array([5326.0254, 3527.0708], dtype=float32)}, 11: {'kitColor': array([188.5994832 , 176.83462532, 156.89664083]), 'location': array([6706.959 , 3551.4062], dtype=float32)}, 12: {'kitColor': array([190.68813559, 191.30847458, 174.46779661]), 'location': array([4762.6284, 3135.3267], dtype=float32)}, 13: {'kitColor': array([175.05921053, 170.38815789, 158.27960526]), 'location': array([6054.5513, 4552.7637], dtype=float32)}, 14: {'kitColor': array([ 84.1, 130.9, 119.7]), 'location': array([3774.093, 4574.326], dtype=float32)}, 15: {'kitColor': array([0., 0., 0.]), 'location': array([6748.5854, 4048.521 ], dtype=float32)}, 16: {'kitColor': array([187.91346154, 189.45192308, 182.29326923]), 'location': array([3853.0378, 1391.4618], dtype=float32)}, 17: {'kitColor': array([0., 0., 0.]), 'location': array([4905.1104, 2363.718 ], dtype=float32)}, 18: {'kitColor': array([0., 0., 0.]), 'location': array([6603.6836, 1688.2267], dtype=float32)}, 19: {'kitColor': array([ 90.1025641 , 112.03076923, 107.77948718]), 'location': array([2871.8108, 4588.4336], dtype=float32)}, 20: {'kitColor': array([182.37894737, 172.28421053, 200.08421053]), 'location': array([6474.9473 ,  401.31763], dtype=float32)}}"
318,318,[],"{0: {'kitColor': array([ 4.5 , 38.75, 10.25]), 'location': array([6272.5957, 6110.8276], dtype=float32)}, 1: {'kitColor': array([195.74162679, 189.99043062, 177.24162679]), 'location': array([4916.0474, 4639.4336], dtype=float32)}, 2: {'kitColor': array([0., 0., 0.]), 'location': array([5597.5894, 4933.3325], dtype=float32)}, 3: {'kitColor': array([174.99333333, 170.41333333, 164.65333333]), 'location': array([4092.9219, 6380.733 ], dtype=float32)}, 4: {'kitColor': array([ 1.5 , 35.75, 14.  ]), 'location': array([4336.057, 5376.524], dtype=float32)}, 5: {'kitColor': array([173.46306818, 166.87215909, 147.33238636]), 'location': array([6735.678 , 4638.7173], dtype=float32)}, 6: {'kitColor': array([176.99362041, 168.18660287, 158.22169059]), 'location': array([5055.0596, 6795.627 ], dtype=float32)}, 7: {'kitColor': array([187.77540107, 190.84759358, 183.31818182]), 'location': array([3930.408 , 4240.6763], dtype=float32)}, 8: {'kitColor': array([0., 0., 0.]), 'location': array([6823.329 , 3503.6362], dtype=float32)}, 9: {'kitColor': array([191.92733564, 192.59861592, 175.82352941]), 'location': array([4757.63  , 3127.9941], dtype=float32)}, 10: {'kitColor': array([ 81.63636364, 129.        , 121.27272727]), 'location': array([3786.9895, 4564.6255], dtype=float32)}, 11: {'kitColor': array([184.58865248, 174.90070922, 154.10874704]), 'location': array([6709.924, 3544.406], dtype=float32)}, 12: {'kitColor': array([ 83.5625, 130.1875, 117.0625]), 'location': array([6845.1436, 4881.834 ], dtype=float32)}, 13: {'kitColor': array([176.32587859, 171.08626198, 158.79552716]), 'location': array([6046.2246, 4547.602 ], dtype=float32)}, 14: {'kitColor': array([0., 0., 0.]), 'location': array([4903.891 , 2356.3079], dtype=float32)}, 15: {'kitColor': array([0., 0., 0.]), 'location': array([6596.9346, 1681.4417], dtype=float32)}, 16: {'kitColor': array([189.69565217, 190.14492754, 182.83091787]), 'location': array([3852.0774, 1410.8933], dtype=float32)}, 17: {'kitColor': array([0., 0., 0.]), 'location': array([5325.474 , 3519.6204], dtype=float32)}, 18: {'kitColor': array([149.1, 180.1, 148.1]), 'location': array([6751.8145, 4029.2786], dtype=float32)}, 19: {'kitColor': array([ 90.64480874, 113.82513661, 109.46448087]), 'location': array([2844.9465, 4542.1875], dtype=float32)}, 20: {'kitColor': array([184.22962963, 174.58518519, 199.66666667]), 'location': array([6463.778 ,  395.5018], dtype=float32)}}"
319,319,[],"{0: {'kitColor': array([ 0., 32.,  0.]), 'location': array([6283.2754, 6104.1304], dtype=float32)}, 1: {'kitColor': array([173.71907757, 169.18658281, 164.03773585]), 'location': array([4104.065 , 6388.5786], dtype=float32)}, 2: {'kitColor': array([221., 255., 238.]), 'location': array([5607.646 , 4932.6455], dtype=float32)}, 3: {'kitColor': array([178.22948074, 169.46733668, 160.28978224]), 'location': array([5065.462 , 6784.0024], dtype=float32)}, 4: {'kitColor': array([197.5971223 , 192.94484412, 180.73621103]), 'location': array([4924.098 , 4638.6855], dtype=float32)}, 5: {'kitColor': array([ 0., 36., 13.]), 'location': array([4345.5723, 5377.1455], dtype=float32)}, 6: {'kitColor': array([190.15041783, 192.75487465, 185.24791086]), 'location': array([3939.3228, 4253.2417], dtype=float32)}, 7: {'kitColor': array([193.28424658, 193.47945205, 177.70205479]), 'location': array([4763.39  , 3121.8445], dtype=float32)}, 8: {'kitColor': array([166.79775281, 160.69382022, 141.28932584]), 'location': array([6743.0596, 4626.436 ], dtype=float32)}, 9: {'kitColor': array([ 85.16666667, 134.        , 124.75      ]), 'location': array([3790.8188, 4564.8433], dtype=float32)}, 10: {'kitColor': array([0., 0., 0.]), 'location': array([6835.881 , 3497.2021], dtype=float32)}, 11: {'kitColor': array([ 80.25, 127.45, 113.45]), 'location': array([6863.7153, 4879.4   ], dtype=float32)}, 12: {'kitColor': array([177.50809061, 171.97411003, 160.16828479]), 'location': array([6041.53 , 4559.093], dtype=float32)}, 13: {'kitColor': array([186.81188119, 177.46534653, 156.79207921]), 'location': array([6718.689, 3538.631], dtype=float32)}, 14: {'kitColor': array([188.74528302, 189.45754717, 182.20283019]), 'location': array([3861.6348, 1420.0044], dtype=float32)}, 15: {'kitColor': array([169., 207., 195.]), 'location': array([5339.1104, 3529.7651], dtype=float32)}, 16: {'kitColor': array([0., 0., 0.]), 'location': array([6609.543 , 1663.4213], dtype=float32)}, 17: {'kitColor': array([0., 0., 0.]), 'location': array([4907.732, 2366.333], dtype=float32)}, 18: {'kitColor': array([136.81481481, 168.03703704, 136.03703704]), 'location': array([6758.6177, 4038.5598], dtype=float32)}, 19: {'kitColor': array([180.41118421, 168.48684211, 188.09210526]), 'location': array([6475.833 ,  394.6598], dtype=float32)}, 20: {'kitColor': array([ 92.72571429, 114.73714286, 111.12571429]), 'location': array([2835.3757, 4530.8755], dtype=float32)}}"
320,320,[],"{0: {'kitColor': array([ 0. , 38.5,  0. ]), 'location': array([6289.06  , 6106.5796], dtype=float32)}, 1: {'kitColor': array([171.9375    , 167.11693548, 161.61290323]), 'location': array([4107.2324, 6376.6025], dtype=float32)}, 2: {'kitColor': array([ 81.94444444, 131.5       , 122.05555556]), 'location': array([3796.1426, 4565.638 ], dtype=float32)}, 3: {'kitColor': array([163.98412698, 159.25396825, 139.58730159]), 'location': array([6745.1206, 4634.8516], dtype=float32)}, 4: {'kitColor': array([0., 0., 0.]), 'location': array([5613.0654, 4936.9614], dtype=float32)}, 5: {'kitColor': array([ 0. , 34.5, 11.5]), 'location': array([4353.083, 5376.521], dtype=float32)}, 6: {'kitColor': array([180.70093458, 171.24299065, 163.00560748]), 'location': array([5076.8384, 6761.6025], dtype=float32)}, 7: {'kitColor': array([105.25, 152.25, 138.25]), 'location': array([6878.088, 4886.039], dtype=float32)}, 8: {'kitColor': array([199.20103093, 195.03865979, 182.75515464]), 'location': array([4927.398 , 4642.2656], dtype=float32)}, 9: {'kitColor': array([185.17518248, 176.63990268, 155.80291971]), 'location': array([6721.7876, 3548.2297], dtype=float32)}, 10: {'kitColor': array([189.84090909, 192.89488636, 185.18181818]), 'location': array([3942.3396, 4255.427 ], dtype=float32)}, 11: {'kitColor': array([192.05067568, 192.73648649, 177.22635135]), 'location': array([4764.75  , 3127.7224], dtype=float32)}, 12: {'kitColor': array([177.1483871 , 171.89032258, 159.13548387]), 'location': array([6037.175, 4589.369], dtype=float32)}, 13: {'kitColor': array([119.97959184, 154.34693878, 118.08163265]), 'location': array([6762.751, 4034.926], dtype=float32)}, 14: {'kitColor': array([0., 0., 0.]), 'location': array([6847.726 , 3476.8115], dtype=float32)}, 15: {'kitColor': array([161.75, 196.75, 186.75]), 'location': array([5344.719 , 3520.4575], dtype=float32)}, 16: {'kitColor': array([0., 0., 0.]), 'location': array([6610.4863, 1694.6782], dtype=float32)}, 17: {'kitColor': array([0., 0., 0.]), 'location': array([4902.2227, 2331.7656], dtype=float32)}, 18: {'kitColor': array([187.28      , 189.37777778, 181.07555556]), 'location': array([3864.8474, 1424.2739], dtype=float32)}, 19: {'kitColor': array([ 90.73529412, 111.94705882, 108.5       ]), 'location': array([2837.5984, 4529.9077], dtype=float32)}, 20: {'kitColor': array([182.34027778, 170.40625   , 188.63541667]), 'location': array([6478.0757 ,  371.32648], dtype=float32)}}"
321,321,[],"{0: {'kitColor': array([ 98.80851064, 145.29787234, 135.19148936]), 'location': array([3838.4922, 4580.702 ], dtype=float32)}, 1: {'kitColor': array([165.45318352, 161.73220974, 155.75842697]), 'location': array([4139.572, 6370.228], dtype=float32)}, 2: {'kitColor': array([168.35638298, 163.55585106, 144.22074468]), 'location': array([6747.746, 4633.924], dtype=float32)}, 3: {'kitColor': array([181.37735849, 172.62893082, 164.06708595]), 'location': array([5100.5283, 6732.8   ], dtype=float32)}, 4: {'kitColor': array([216., 255., 228.]), 'location': array([5628.9707, 4941.754 ], dtype=float32)}, 5: {'kitColor': array([ 1.66666667, 32.        , 18.        ]), 'location': array([4385.3193, 5374.3677], dtype=float32)}, 6: {'kitColor': array([0., 0., 0.]), 'location': array([6301.568, 6093.639], dtype=float32)}, 7: {'kitColor': array([ 94.75      , 141.75      , 128.41666667]), 'location': array([6895.4966, 4882.421 ], dtype=float32)}, 8: {'kitColor': array([195.52010724, 194.19839142, 181.69436997]), 'location': array([4948.5605, 4647.7944], dtype=float32)}, 9: {'kitColor': array([182.65227818, 175.63069544, 154.48201439]), 'location': array([6726.2285, 3562.611 ], dtype=float32)}, 10: {'kitColor': array([191.86538462, 192.53525641, 176.94551282]), 'location': array([4788.9907, 3172.7822], dtype=float32)}, 11: {'kitColor': array([123.05882353, 154.75735294, 119.50735294]), 'location': array([6771.856 , 4047.2808], dtype=float32)}, 12: {'kitColor': array([191.14705882, 193.71470588, 186.05588235]), 'location': array([3971.923, 4260.985], dtype=float32)}, 13: {'kitColor': array([174.9628483 , 171.56346749, 158.94736842]), 'location': array([6040.1533, 4609.8823], dtype=float32)}, 14: {'kitColor': array([0., 0., 0.]), 'location': array([5367.0977, 3546.6772], dtype=float32)}, 15: {'kitColor': array([189.27619048, 192.57619048, 183.27619048]), 'location': array([3890.5227, 1453.137 ], dtype=float32)}, 16: {'kitColor': array([0., 0., 0.]), 'location': array([6856.4834, 3505.7922], dtype=float32)}, 17: {'kitColor': array([0., 0., 0.]), 'location': array([4922.598 , 2362.1738], dtype=float32)}, 18: {'kitColor': array([0., 0., 0.]), 'location': array([6622.493 , 1705.2441], dtype=float32)}, 19: {'kitColor': array([ 95.99285714, 118.1       , 114.12857143]), 'location': array([2872.6982, 4532.1416], dtype=float32)}, 20: {'kitColor': array([174.06578947, 164.74671053, 191.90131579]), 'location': array([6484.9634 ,  400.26294], dtype=float32)}}"
322,322,[[4189.4756 2634.199 ]],"{0: {'kitColor': array([115.02469136, 165.02469136, 153.97530864]), 'location': array([3849.7322, 4555.909 ], dtype=float32)}, 1: {'kitColor': array([163.52631579, 160.11090226, 155.04511278]), 'location': array([4145.7607, 6347.587 ], dtype=float32)}, 2: {'kitColor': array([ 97.75, 143.  , 132.5 ]), 'location': array([6904.3774, 4900.391 ], dtype=float32)}, 3: {'kitColor': array([180.31458333, 173.02083333, 163.27083333]), 'location': array([5110.6953, 6739.3794], dtype=float32)}, 4: {'kitColor': array([165.888     , 162.65066667, 142.776     ]), 'location': array([6756.693, 4639.482], dtype=float32)}, 5: {'kitColor': array([218., 255., 230.]), 'location': array([5637.0415, 4937.017 ], dtype=float32)}, 6: {'kitColor': array([190.87845304, 190.72651934, 177.68508287]), 'location': array([4953.168, 4647.141], dtype=float32)}, 7: {'kitColor': array([ 6.2, 35.4, 25. ]), 'location': array([4394.2446, 5367.9565], dtype=float32)}, 8: {'kitColor': array([187.24024024, 191.26726727, 183.36936937]), 'location': array([3981.3477, 4250.3916], dtype=float32)}, 9: {'kitColor': array([181.51764706, 175.16705882, 153.60941176]), 'location': array([6727.223 , 3593.0518], dtype=float32)}, 10: {'kitColor': array([145., 188., 175.]), 'location': array([5373.3237, 3564.8157], dtype=float32)}, 11: {'kitColor': array([ 9., 39., 17.]), 'location': array([6312.8857, 6106.2437], dtype=float32)}, 12: {'kitColor': array([192.13131313, 193.34343434, 184.35858586]), 'location': array([3901.801, 1441.296], dtype=float32)}, 13: {'kitColor': array([176.04666667, 171.03666667, 158.57666667]), 'location': array([6039.3447, 4609.0977], dtype=float32)}, 14: {'kitColor': array([0., 0., 0.]), 'location': array([6862.235, 3537.105], dtype=float32)}, 15: {'kitColor': array([194.20333333, 194.62      , 179.01333333]), 'location': array([4794.725 , 3169.8875], dtype=float32)}, 16: {'kitColor': array([0., 0., 0.]), 'location': array([4932.121 , 2380.6545], dtype=float32)}, 17: {'kitColor': array([117.75      , 148.46428571, 112.62142857]), 'location': array([6781.012 , 4063.3054], dtype=float32)}, 18: {'kitColor': array([0., 0., 0.]), 'location': array([6621.75  , 1718.3318], dtype=float32)}, 19: {'kitColor': array([ 95.87096774, 117.44516129, 113.69677419]), 'location': array([2868.1255, 4498.9756], dtype=float32)}, 20: {'kitColor': array([179.97777778, 170.78518519, 190.43333333]), 'location': array([6485.523  ,  410.63354], dtype=float32)}}"
323,323,[],"{0: {'kitColor': array([106.07317073, 157.59756098, 145.70731707]), 'location': array([3869.7595, 4559.604 ], dtype=float32)}, 1: {'kitColor': array([157.9693356 , 157.32708688, 150.85519591]), 'location': array([4175.419 , 6347.3804], dtype=float32)}, 2: {'kitColor': array([180.77537797, 173.59827214, 164.10151188]), 'location': array([5126.574, 6732.316], dtype=float32)}, 3: {'kitColor': array([0., 0., 0.]), 'location': array([6326.8374, 6096.9814], dtype=float32)}, 4: {'kitColor': array([192.34782609, 192.17681159, 178.83188406]), 'location': array([4971.8774, 4660.843 ], dtype=float32)}, 5: {'kitColor': array([ 1. , 30.2, 15.8]), 'location': array([4414.661 , 5369.9717], dtype=float32)}, 6: {'kitColor': array([216., 255., 231.]), 'location': array([5652.7515, 4937.7393], dtype=float32)}, 7: {'kitColor': array([0., 0., 0.]), 'location': array([6907.699 , 4880.4946], dtype=float32)}, 8: {'kitColor': array([166.09375   , 162.86197917, 143.23958333]), 'location': array([6757.941 , 4640.1675], dtype=float32)}, 9: {'kitColor': array([0., 0., 0.]), 'location': array([5387.3853, 3582.5662], dtype=float32)}, 10: {'kitColor': array([0., 0., 0.]), 'location': array([6866.172 , 3552.8516], dtype=float32)}, 11: {'kitColor': array([192.44791667, 195.14583333, 188.18402778]), 'location': array([3998.693, 4254.259], dtype=float32)}, 12: {'kitColor': array([174.20430108, 169.72401434, 157.80286738]), 'location': array([6043.849 , 4599.4365], dtype=float32)}, 13: {'kitColor': array([195.76683938, 197.83937824, 189.04145078]), 'location': array([3922.1494, 1468.9366], dtype=float32)}, 14: {'kitColor': array([181.22916667, 174.17824074, 153.12962963]), 'location': array([6728.746 , 3594.5986], dtype=float32)}, 15: {'kitColor': array([0., 0., 0.]), 'location': array([4945.51  , 2403.8525], dtype=float32)}, 16: {'kitColor': array([200.5137931 , 198.64827586, 184.56551724]), 'location': array([4807.421 , 3190.4285], dtype=float32)}, 17: {'kitColor': array([0., 0., 0.]), 'location': array([6623.565 , 1696.8405], dtype=float32)}, 18: {'kitColor': array([ 97.78767123, 120.67123288, 116.02739726]), 'location': array([2887.9543, 4517.8257], dtype=float32)}, 19: {'kitColor': array([113.95833333, 144.95833333, 112.29166667]), 'location': array([6785.3306, 4076.892 ], dtype=float32)}, 20: {'kitColor': array([177.36111111, 167.30208333, 189.56597222]), 'location': array([6483.6836 ,  410.14822], dtype=float32)}}"
324,324,[],"{0: {'kitColor': array([ 98.8125, 149.375 , 137.4375]), 'location': array([3882.4766, 4555.714 ], dtype=float32)}, 1: {'kitColor': array([160.20661157, 160.14710744, 150.79834711]), 'location': array([4186.588 , 6331.2417], dtype=float32)}, 2: {'kitColor': array([186.40860215, 187.58064516, 173.35752688]), 'location': array([4977.2227, 4662.538 ], dtype=float32)}, 3: {'kitColor': array([176.79175258, 170.57938144, 159.79381443]), 'location': array([5132.9375, 6722.4146], dtype=float32)}, 4: {'kitColor': array([0., 0., 0.]), 'location': array([6332.7334, 6102.406 ], dtype=float32)}, 5: {'kitColor': array([0., 0., 0.]), 'location': array([6918.1763, 4871.147 ], dtype=float32)}, 6: {'kitColor': array([0., 0., 0.]), 'location': array([5398.5   , 3602.9229], dtype=float32)}, 7: {'kitColor': array([0., 0., 0.]), 'location': array([5665.5127, 4941.3374], dtype=float32)}, 8: {'kitColor': array([193.85483871, 192.9516129 , 178.63225806]), 'location': array([4813.9917, 3194.1047], dtype=float32)}, 9: {'kitColor': array([ 2.75, 33.5 , 15.25]), 'location': array([4415.515 , 5367.3613], dtype=float32)}, 10: {'kitColor': array([182.33642691, 174.73549884, 153.87470998]), 'location': array([6735.636 , 3619.9417], dtype=float32)}, 11: {'kitColor': array([172.84790875, 168.12547529, 157.66159696]), 'location': array([6045.022, 4595.574], dtype=float32)}, 12: {'kitColor': array([0., 0., 0.]), 'location': array([4953.82  , 2408.6763], dtype=float32)}, 13: {'kitColor': array([192.94202899, 195.24275362, 188.14855072]), 'location': array([4010.348 , 4265.7065], dtype=float32)}, 14: {'kitColor': array([164.28225806, 162.51075269, 142.72580645]), 'location': array([6763.8857, 4639.874 ], dtype=float32)}, 15: {'kitColor': array([0., 0., 0.]), 'location': array([6878.4863, 3578.375 ], dtype=float32)}, 16: {'kitColor': array([198.08839779, 200.58563536, 192.55801105]), 'location': array([3931.3574, 1471.6671], dtype=float32)}, 17: {'kitColor': array([0., 0., 0.]), 'location': array([6792.8228, 4113.0205], dtype=float32)}, 18: {'kitColor': array([0., 0., 0.]), 'location': array([6634.4927, 1728.8171], dtype=float32)}, 19: {'kitColor': array([ 97.00684932, 117.73287671, 114.00684932]), 'location': array([2877.3298, 4498.545 ], dtype=float32)}, 20: {'kitColor': array([174.77708978, 165.08668731, 185.26006192]), 'location': array([6494.779  ,  446.33374], dtype=float32)}}"
325,325,[[4431.9414 2392.0305]],"{0: {'kitColor': array([163.78347107, 161.30578512, 154.15702479]), 'location': array([4192.782 , 6318.8394], dtype=float32)}, 1: {'kitColor': array([0., 0., 0.]), 'location': array([6928.6494, 4854.806 ], dtype=float32)}, 2: {'kitColor': array([0., 0., 0.]), 'location': array([6338.614 , 6111.6865], dtype=float32)}, 3: {'kitColor': array([172.61302682, 167.69348659, 157.9348659 ]), 'location': array([5135.8804, 6717.449 ], dtype=float32)}, 4: {'kitColor': array([187.46192893, 178.39593909, 158.14720812]), 'location': array([6738.5513, 3621.377 ], dtype=float32)}, 5: {'kitColor': array([191.55742297, 192.45658263, 178.46498599]), 'location': array([4980.634 , 4667.1636], dtype=float32)}, 6: {'kitColor': array([0., 0., 0.]), 'location': array([5399.1836, 3598.242 ], dtype=float32)}, 7: {'kitColor': array([100.70833333, 146.70833333, 138.20833333]), 'location': array([3876.7185, 4543.7017], dtype=float32)}, 8: {'kitColor': array([219.33333333, 255.        , 232.33333333]), 'location': array([5674.711, 4927.236], dtype=float32)}, 9: {'kitColor': array([45.92307692, 78.07692308, 64.07692308]), 'location': array([4407.3555, 5358.224 ], dtype=float32)}, 10: {'kitColor': array([199.83680556, 197.85069444, 185.25694444]), 'location': array([4808.3237, 3187.5095], dtype=float32)}, 11: {'kitColor': array([172.82269504, 169.74468085, 158.91489362]), 'location': array([6045.049 , 4617.3896], dtype=float32)}, 12: {'kitColor': array([0., 0., 0.]), 'location': array([4951.6904, 2423.5576], dtype=float32)}, 13: {'kitColor': array([191.52290076, 193.20610687, 189.27099237]), 'location': array([4000.2131, 4241.3037], dtype=float32)}, 14: {'kitColor': array([160.46733668, 160.28643216, 139.27135678]), 'location': array([6765.5454, 4643.104 ], dtype=float32)}, 15: {'kitColor': array([0., 0., 0.]), 'location': array([6887.4956, 3594.4292], dtype=float32)}, 16: {'kitColor': array([0., 0., 0.]), 'location': array([6638.813 , 1728.3468], dtype=float32)}, 17: {'kitColor': array([193.73684211, 196.29824561, 189.93567251]), 'location': array([3928.9963, 1464.4841], dtype=float32)}, 18: {'kitColor': array([0., 0., 0.]), 'location': array([6797.78  , 4140.3315], dtype=float32)}, 19: {'kitColor': array([104.03676471, 126.79411765, 122.29411765]), 'location': array([2858.6099, 4496.174 ], dtype=float32)}, 20: {'kitColor': array([172.96381579, 163.72368421, 188.55921053]), 'location': array([6498.4614,  445.6766], dtype=float32)}}"
